10031,A2,94,108,150,154,191,188,234,168,139,65,14,42,4,37,-3,46,-66,-29,-74
11430,A3,8,9,4,4,8,15,9,7,1,"",1,-5,0,4,7,-6,-2,-6,""
10301,DM,4,3,7,10,10,10,9,3,6,1,-1,4,3,0,0,-1,-6,3,-5
10014,NB,"",1,3,4,2,1,3,4,2,2,"",2,1,-2,-1,2,1,-2,0
11359,A1,2,5,3,2,4,2,5,2,1,1,3,-2,-1,2,-2,3,-3,-1,0
10039,PA,4,3,"",4,2,1,"","",1,3,-1,"","",-2,-1,"","","",2
11237,A2,285,290,343,395,448,608,665,531,276,111,5,53,52,53,160,57,-134,-255,-165
11422,A2,16,11,18,6,19,10,18,22,8,3,-5,7,-12,13,-9,8,4,-14,-5
11214,A2,143,163,152,133,154,173,174,127,86,42,20,-11,-19,21,19,1,-47,-41,-44
11422,DM,"","",1,1,1,"","",1,"","","","",0,0,"","","","",""
11218,A3,67,111,110,75,83,129,118,96,23,22,44,-1,-35,8,46,-11,-22,-73,-1
10468,DM,1,1,4,6,11,8,7,13,2,"",0,3,2,5,-3,-1,6,-11,""
11423,NB,5,5,4,3,6,6,3,5,"",1,0,-1,-1,3,0,-3,2,"",""
10457,A1,11,10,9,7,11,10,10,7,2,"",-1,-1,-2,4,-1,0,-3,-5,""
10007,A3,61,56,61,64,68,84,84,79,23,9,-5,5,3,4,16,0,-5,-56,-14
11411,A2,38,25,53,47,52,106,227,94,16,9,-13,28,-6,5,54,121,-133,-78,-7
11413,PA,"","","",1,1,2,"",3,1,"","","","",0,1,"","",-2,""
10021,NB,1,2,4,2,2,1,"",1,1,"",1,2,-2,0,-1,"","",0,""
10032,A1,6,11,6,9,5,8,6,10,4,4,5,-5,3,-4,3,-2,4,-6,0
11692,A1,4,3,1,5,3,3,7,16,4,"",-1,-2,4,-2,0,4,9,-12,""
10471,DM,1,"",1,4,3,1,2,2,1,"","","",3,-1,-2,1,0,-1,""
10021,PA,6,14,9,5,7,14,2,4,10,3,8,-5,-4,2,7,-12,2,6,-7
10167,A1,4,1,2,2,3,3,6,3,6,1,-3,1,0,1,0,3,-3,3,-5
11218,A1,30,31,34,28,15,23,32,25,11,11,1,3,-6,-13,8,9,-7,-14,0
10456,NB,1,9,8,4,1,7,9,6,2,3,8,-1,-4,-3,6,2,-3,-4,1
11375,NB,"",9,6,5,3,5,3,9,3,"","",-3,-1,-2,2,-2,6,-6,""
10014,PA,8,13,9,4,7,8,1,10,7,5,5,-4,-5,3,1,-7,9,-3,-2
11221,PA,"",1,1,4,1,3,2,1,"","","",0,3,-3,2,-1,-1,"",""
11104,A3,50,50,50,50,50,57,56,36,13,10,0,0,0,0,7,-1,-20,-23,-3
