,zip1,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat
142,11374,16366283.0,16824201.0,23040792.0,13716605.0,19991581.0,19912299.0,22770630.0,22239506.0,20623098.0,6595189.0,good,good,good,fair,fair,fair,fair,fair,good,fair
143,11434,2813402.0,14611635.0,6902552.0,21714918.0,8983081.0,16677373.0,16393509.0,13550202.0,14853370.0,3199818.0,poor,fair,fair,good,poor,fair,fair,fair,fair,fair
144,10025,37754790.0,53000596.0,34615003.0,28867849.0,44217121.0,46927659.0,54714361.0,36927222.0,52831746.0,28323856.0,excellent,excellent,good,good,good,good,good,good,excellent,good
145,11360,4818809.0,6144841.0,5465194.0,14490130.0,7066690.0,8957059.0,9498954.0,7098015.0,2488285.0,3525267.0,poor,poor,poor,fair,poor,poor,poor,poor,poor,fair
146,11211,34335723.0,55716413.0,72399252.0,86481914.0,88856207.0,80751704.0,101444448.0,93178362.0,88052188.0,25325129.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,good
147,11234,5742316.0,5358635.0,4257725.0,8155738.0,6498316.0,5039973.0,7066359.0,6693197.0,8341637.0,377690.0,poor,poor,poor,poor,poor,poor,poor,poor,fair,poor
148,07077,101200.0,18290.0,679874.0,5000.0,,0.0,437055.0,139994.0,24750.0,,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
149,11421,8123392.0,7050837.0,7866706.0,4114320.0,4542008.0,5638283.0,6087762.0,14853706.0,31391692.0,914974.0,fair,fair,fair,poor,poor,poor,poor,fair,good,poor
150,10029,147659698.0,53247856.0,72213641.0,75631741.0,85611431.0,95474555.0,66187446.0,73200758.0,91434178.0,29567120.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
151,11104,8093959.0,4785350.0,6432389.0,10241452.0,12764447.0,7405859.0,12870554.0,50091522.0,8170009.0,4367042.0,fair,poor,fair,fair,fair,poor,fair,good,fair,fair
152,10007,38750849.0,42922692.0,44137182.0,68823796.0,95107615.0,54629403.0,81552157.0,52350744.0,88372145.0,48697379.0,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,excellent,excellent
153,11416,3855651.0,3078852.0,3899604.0,18277308.0,6639769.0,6948664.0,7929827.0,4742295.0,6675647.0,5120397.0,poor,poor,poor,good,poor,poor,poor,poor,fair,fair
154,10302,2791263.0,5412026.0,2425908.0,2650842.0,1934473.0,3747428.0,8574968.0,4161515.0,496321.0,2266520.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,fair
155,11412,7251459.0,2521010.0,2914162.0,12074279.0,5256489.0,10452463.0,8005072.0,8847798.0,3171650.0,2625499.0,fair,poor,poor,fair,poor,fair,poor,poor,poor,fair
156,11363,3062604.0,4278828.0,3867948.0,9410887.0,4915386.0,5758076.0,4337960.0,4884945.0,1975970.0,603478.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
157,11359,30098900.0,3979544.0,3865800.0,3235885.0,1831520.0,667287.0,1029541.0,604112.0,740290.0,71000.0,good,poor,poor,poor,poor,poor,poor,poor,poor,poor
158,10312,7994928.0,20000576.0,5972496.0,18232106.0,21552684.0,28801479.0,20715330.0,15049294.0,5625260.0,2008900.0,fair,good,poor,fair,fair,good,fair,fair,poor,poor
159,10466,11485340.0,2513143.0,10321819.0,8879364.0,3438160.0,3772803.0,15193225.0,12074496.0,11598420.0,706052.0,fair,poor,fair,poor,poor,poor,fair,fair,fair,poor
160,11235,40787077.0,13844542.0,55668547.0,35540545.0,36556491.0,48067431.0,35607825.0,22080416.0,22303417.0,29317704.0,excellent,fair,excellent,good,good,good,good,fair,good,excellent
161,10013,67184574.0,99511564.0,94058092.0,130149772.0,125966595.0,180775157.0,189668623.0,261804833.0,206933221.0,116136371.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
162,10308,2968974.0,3129831.0,3849924.0,7798576.0,8241059.0,8300455.0,10858031.0,9995805.0,4014475.0,1483053.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
163,10019,74471091.0,122999976.0,98253072.0,90249992.0,97869171.0,86452677.0,152153967.0,99897950.0,148950867.0,52906482.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
164,11225,9380789.0,17032933.0,23018270.0,17176722.0,25814357.0,16590090.0,22076369.0,28717488.0,16275897.0,8544154.0,fair,good,good,fair,good,fair,fair,good,fair,good
165,10162,68538708.0,73335349.0,89533549.0,91676294.0,70833227.0,108830435.0,101618549.0,89640179.0,59625609.0,41822539.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
166,10020,84250907.0,171983922.0,165385587.0,145794833.0,222244858.0,194743251.0,220689702.0,249885598.0,278798871.0,317495765.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
167,10032,47282064.0,41782338.0,44248075.0,49493155.0,71891135.0,75868900.0,70362406.0,72329325.0,70632781.0,33202530.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
168,10550,7480.0,88000.0,15000.0,,,148700.0,50000.0,37022.0,5000.0,,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
169,10111,46510632.0,99185423.0,119276757.0,112420227.0,144843829.0,192576276.0,134225432.0,123493239.0,145856019.0,68066731.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
170,11103,11182823.0,16213751.0,27535843.0,22934993.0,29254485.0,17182061.0,21459217.0,23952649.0,11611737.0,5670125.0,fair,good,good,good,good,fair,fair,good,fair,fair
171,11356,61985498.0,17065274.0,5964943.0,5115141.0,13826290.0,9519859.0,23503076.0,21652823.0,3993719.0,7378035.0,excellent,good,poor,poor,fair,poor,fair,fair,poor,fair
172,10018,79083914.0,72427958.0,210349294.0,97646760.0,94822934.0,126869172.0,110195667.0,151607330.0,91236138.0,57337854.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
173,11101,165698789.0,25434047.0,66478721.0,37392591.0,18030055.0,72366943.0,32763753.0,47459040.0,34184398.0,51611015.0,excellent,good,excellent,good,fair,excellent,good,good,good,excellent
174,07008,,181000.0,,44000.0,,2500100.0,,,,,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
175,11436,5615343.0,3750326.0,4393402.0,12918387.0,11307369.0,6396848.0,8982194.0,13499915.0,3277406.0,1376846.0,poor,poor,poor,fair,fair,poor,poor,fair,poor,poor
176,11693,730610.0,533926.0,445839.0,873851.0,691258.0,1982962.0,3422362.0,13036398.0,1171582.0,1507468.0,poor,poor,poor,poor,poor,poor,poor,fair,poor,poor
177,10119,584899526.0,40435376.0,40236923.0,57996944.0,53059716.0,67883954.0,94554467.0,72814728.0,75714632.0,79766046.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
178,10467,22339549.0,54406599.0,23953912.0,25387036.0,20274642.0,25758094.0,62793523.0,17180826.0,10862141.0,46059698.0,good,excellent,good,good,fair,good,good,fair,fair,excellent
179,10034,20582084.0,21367179.0,24812274.0,35713307.0,28770538.0,39060426.0,43339486.0,33499223.0,27811362.0,15846867.0,good,good,good,good,good,good,good,good,good,good
180,10469,14294305.0,37210524.0,18073938.0,51318858.0,14651597.0,11765982.0,12363598.0,11501940.0,7213743.0,3283084.0,fair,good,good,excellent,fair,fair,fair,poor,fair,fair
181,11096,174235.0,223500.0,5353365.0,1349301.0,2524110.0,1408000.0,988996.0,2991042.0,1832426.0,,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
182,10314,8232746.0,23877079.0,16616653.0,20806358.0,13602417.0,25981330.0,38453108.0,106347410.0,21926499.0,16533108.0,fair,good,fair,good,fair,good,good,excellent,good,good
183,10005,40280690.0,75479383.0,57498405.0,250219551.0,140027951.0,193391274.0,71988760.0,64291390.0,104922420.0,89217501.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
184,10030,32493489.0,29473641.0,29868610.0,40596713.0,39164453.0,37457948.0,46199110.0,28637183.0,71885649.0,27222656.0,good,good,good,good,good,good,good,good,excellent,good
185,10307,4926246.0,2895762.0,2093848.0,14219396.0,11574073.0,8789379.0,8720047.0,15078552.0,4481081.0,2322630.0,poor,poor,poor,fair,fair,poor,poor,fair,poor,fair
186,11419,7691041.0,7369813.0,5200873.0,7079980.0,4769863.0,5528908.0,5206714.0,4889643.0,3949935.0,797157.0,fair,fair,poor,poor,poor,poor,poor,poor,poor,poor
187,11369,10515235.0,5203474.0,16407254.0,12274149.0,4505549.0,52474214.0,19970780.0,12577357.0,4969209.0,1506590.0,fair,poor,fair,fair,poor,good,fair,fair,poor,poor
188,10017,84875311.0,150382218.0,161132441.0,153844582.0,158620863.0,172887532.0,239010798.0,243358642.0,135041387.0,81144052.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
189,11370,89678611.0,15927534.0,20139793.0,9336436.0,23810154.0,10351583.0,11738002.0,30346060.0,3473098.0,6998560.0,excellent,fair,good,poor,good,poor,fair,good,poor,fair
190,10282,24122183.0,44605588.0,17709576.0,30205975.0,200849244.0,110006001.0,75560414.0,41060331.0,44631033.0,38291931.0,good,excellent,good,good,excellent,excellent,excellent,good,good,excellent
191,10461,19977296.0,16743854.0,11023279.0,22502832.0,17607795.0,21945401.0,14290537.0,9566792.0,21220749.0,8733929.0,good,good,fair,good,fair,fair,fair,poor,good,good
192,10474,5418564.0,12190718.0,14912919.0,20464450.0,12128879.0,15416510.0,19398016.0,15104838.0,10428375.0,3332250.0,poor,fair,fair,good,fair,fair,fair,fair,fair,fair
193,10306,8490178.0,9007812.0,11586626.0,12178871.0,19335395.0,21301203.0,20669583.0,20395659.0,7771641.0,1940958.0,fair,fair,fair,fair,fair,fair,fair,fair,fair,poor
194,11426,4248013.0,3990052.0,6187564.0,4123225.0,12127312.0,10627054.0,10446915.0,4764469.0,2480275.0,1137142.0,poor,poor,poor,poor,fair,fair,poor,poor,poor,poor
195,10016,30621454.0,63808851.0,31485493.0,54224807.0,103836516.0,70274088.0,87816902.0,55382037.0,62592165.0,17054025.0,good,excellent,good,excellent,excellent,excellent,excellent,excellent,excellent,good
196,10459,7628844.0,35702725.0,83349586.0,35464449.0,27003009.0,31793610.0,30288598.0,33252519.0,21370914.0,9402636.0,fair,good,excellent,good,good,good,good,good,good,good
197,11420,2499361.0,13729672.0,2741679.0,4082757.0,4690868.0,6432546.0,5887939.0,6807971.0,2799979.0,765698.0,poor,fair,poor,poor,poor,poor,poor,poor,poor,poor
198,11215,33223539.0,31076896.0,51720048.0,58500030.0,53322243.0,55254269.0,74159940.0,81160834.0,34702397.0,49092781.0,excellent,good,excellent,excellent,excellent,good,excellent,excellent,good,excellent
199,10006,72077831.0,49464196.0,73984096.0,85275517.0,145303488.0,272380202.0,99981527.0,84590035.0,80776023.0,69054228.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
200,11371,967670.0,2916497.0,12725314.0,1476489.0,5189213.0,12121049.0,4103663.0,714869.0,9375858.0,1610000.0,poor,poor,fair,poor,poor,fair,poor,poor,fair,poor
201,10021,136911175.0,149717129.0,203248732.0,248183939.0,207246195.0,200235417.0,204282657.0,237043180.0,246242165.0,86519964.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
202,10465,10990782.0,11660922.0,2934672.0,3873233.0,5868895.0,8769864.0,7031294.0,13916992.0,22830554.0,2218578.0,fair,fair,poor,poor,poor,poor,poor,fair,good,poor
203,10153,105472444.0,130902024.0,205165376.0,189435636.98,176189468.0,194680286.0,202312599.0,170746800.0,220779174.0,82726165.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
