10031,A2,64127.54255319149,87477.25925925926,61013.92,85868.56493506493,101749.43979057591,63010.45212765958,76059.06837606838,111730.80357142857,118165.86330935251,85085.2,23349.716706067768,-26463.339259259257,24854.644935064935,15880.874855510978,-38738.987662916334,13048.616248408798,35671.73519536019,6435.059737923948,-33080.663309352516
10014,NB,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11214,A2,55178.56643356643,58052.8527607362,141490.36184210525,103267.44360902255,67446.95454545454,88556.12716763005,65069.34482758621,56095.81889763779,253212.37209302327,66461.07142857143,2874.2863271697643,83437.50908136906,-38222.9182330827,-35820.489063568006,21109.17262217551,-23486.782340043843,-8973.525929948417,197116.55319538547,-186751.30066445185
11237,A2,65707.94385964912,141951.5344827586,112527.86880466473,116683.51392405064,106200.390625,113520.66940789473,101350.56691729324,88596.40677966102,111305.89855072464,129169.4054054054,76243.59062310949,-29423.66567809388,4155.64511938591,-10483.12329905064,7320.278782894733,-12170.102490601494,-12754.160137632221,22709.491771063622,17863.50685468076
11359,A1,1.3698E7,292860.0,699666.6666666666,561500.0,236450.0,151000.0,116998.0,117250.0,1000.0,15000.0,-1.340514E7,406806.6666666666,-138166.66666666663,-325050.0,-85450.0,-34002.0,252.0,-116250.0,14000.0
10039,PA,0.0,0.0,"",0.0,0.0,0.0,"","",0.0,0.0,0.0,"","",0.0,0.0,"","","",0.0
11422,A2,33970.0625,87140.90909090909,60997.166666666664,44500.0,22223.63157894737,45838.8,79961.27777777778,307049.36363636365,80859.375,223333.33333333334,53170.84659090909,-26143.742424242424,-16497.166666666664,-22276.36842105263,23615.168421052633,34122.47777777778,227088.08585858587,-226189.98863636365,142473.95833333334
10301,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11430,A3,4275.0,3888.8888888888887,9010.0,0.0,6820.0,3226.6666666666665,0.0,3428.5714285714284,0.0,"",-386.1111111111113,5121.111111111111,-9010.0,6820.0,-3593.3333333333335,-3226.6666666666665,3428.5714285714284,-3428.5714285714284,""
11422,DM,"","",0.0,0.0,0.0,"","",0.0,"","","","",0.0,0.0,"","","","",""
10468,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
11423,NB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
11218,A3,9080.0,23088.495495495496,5140.636363636364,3408.0,4487.951807228916,6560.930232558139,3240.8898305084745,14572.739583333334,9479.130434782608,7359.090909090909,14008.495495495496,-17947.85913185913,-1732.636363636364,1079.9518072289156,2072.9784253292237,-3320.040402049665,11331.849752824859,-5093.609148550726,-2120.039525691699
10457,A1,81699.18181818182,58903.5,43344.444444444445,320442.85714285716,428930.8181818182,641610.1,419089.5,139914.2857142857,757400.0,"",-22795.681818181823,-15559.055555555555,277098.4126984127,108487.96103896102,212679.2818181818,-222520.59999999998,-279175.2142857143,617485.7142857143,""
10007,A3,2926.2295081967213,2116.0714285714284,2337.065573770492,1759.375,3706.9411764705883,4850.214285714285,2253.0238095238096,1730.607594936709,1297.8260869565217,6377.777777777777,-810.1580796252929,220.9941451990635,-577.6905737704919,1947.5661764705883,1143.273109243697,-2597.1904761904757,-522.4162145871007,-432.78150798018714,5079.951690821255
11411,A2,35554.21052631579,30392.24,79661.94339622642,56905.765957446805,176010.07692307694,36098.735849056604,106133.12775330397,35940.234042553195,474415.4375,54465.555555555555,-5161.970526315785,49269.70339622641,-22756.17743877961,119104.31096563014,-139911.34107402034,70034.39190424737,-70192.89371075077,438475.2034574468,-419949.88194444444
