year,incident_zip,complaint_type,avg_job_time
2010,10472,Root/Sewer/Sidewalk Condition,885.6333859767026
2010,10472,Overgrown Tree/Branches,880.3377465277778
2011,10472,Root/Sewer/Sidewalk Condition,910.5684103009262
2012,10472,Root/Sewer/Sidewalk Condition,801.1593369708993
2015,10472,Found Property,1482.1648611111111
2010,10473,Root/Sewer/Sidewalk Condition,997.023261846405
2010,10473,Damaged Tree,770.6711254629628
2011,10473,Root/Sewer/Sidewalk Condition,959.1962275326798
2012,10473,ATF,1617.442361111111
2012,10473,Root/Sewer/Sidewalk Condition,776.6285452835646
2010,10474,Damaged Tree,700.5247916666666
2011,10474,Illegal Tree Damage,1438.705613425926
2011,10474,Root/Sewer/Sidewalk Condition,1170.541527777778
2011,10474,Overgrown Tree/Branches,1146.9896296296297
2012,10474,Root/Sewer/Sidewalk Condition,876.9036844135802
2010,10475,Stalled Sites,2646.3575
2010,10475,Root/Sewer/Sidewalk Condition,1574.9995833333332
2010,10475,Boilers,589.6112268518518
2011,10475,Root/Sewer/Sidewalk Condition,992.9605941358024
2011,10475,Dead Tree,700.7664178240741
2010,11004,New Tree Request,564.482728266461
2011,11004,Investigations and Discipline (IAD),1336.9357407407406
2012,11004,School Maintenance,1187.977488425926
2012,11004,Boilers,802.4578703703703
2016,11004,Facades,800.6001388888889
2010,11101,Found Property,3253.8961342592593
2011,11101,Found Property,2739.089884259259
2012,11101,Found Property,2330.1211118344913
2013,11101,Found Property,2142.4919285300925
2014,11101,Found Property,1595.7812669159543
2010,11102,Found Property,3184.9014699074073
2011,11102,Found Property,2707.2597492283953
2012,11102,Found Property,2546.1657060185184
2013,11102,Found Property,2078.025763888889
2015,11102,Found Property,1358.5768518518519
2011,11103,Found Property,2646.869537037037
2012,11103,Found Property,2291.303148148148
2013,11103,Found Property,1875.0827314814815
2015,11103,Found Property,1278.1505787037038
2016,11103,Found Property,1097.153310185185
2010,11104,Special Projects Inspection Team (SPIT),561.1069868827161
2011,11104,Found Property,2706.074204282407
2014,11104,Found Property,1731.109091435185
2016,11104,New Tree Request,498.23662521533157
2017,11104,Dead/Dying Tree,498.4935092592592
2010,11105,Special Projects Inspection Team (SPIT),1436.985798611111
2011,11105,Found Property,2882.1526041666666
2012,11105,Found Property,2504.887627314815
2013,11105,Found Property,2221.0181944444444
2014,11105,Found Property,1680.631869212963
2010,11106,Special Projects Inspection Team (SPIT),949.2819884259259
2012,11106,Found Property,2413.2898842592595
2014,11106,Found Property,1718.3702372685184
2015,11106,Indoor Sewage,829.9332407407408
2016,11106,Found Property,1038.7322916666667
2011,11109,New Tree Request,433.782962962963
2013,11109,Street Sign - Damaged,479.12306712962965
2016,11109,New Tree Request,595.8121006944444
2016,11109,Illegal Tree Damage,569.742037037037
2017,11109,Found Property,607.1474189814815
2010,11201,Found Property,3095.9031018518517
2011,11201,Found Property,2755.0537866512345
2012,11201,Found Property,2482.045775462963
2013,11201,Found Property,1970.3364166666665
2014,11201,Found Property,1670.189363425926
2010,11203,Found Property,2991.289085648148
2010,11203,Scaffold Safety,1529.484375
2012,11203,Special Projects Inspection Team (SPIT),618.0693353174603
2012,11203,Overgrown Tree/Branches,526.1076213866305
2014,11203,Found Property,1768.085914351852
2010,11204,Found Property,3249.9852430555557
2010,11204,Special Projects Inspection Team (SPIT),864.1507084986772
2011,11204,Special Projects Inspection Team (SPIT),573.467255116959
2014,11204,Found Property,1687.176261574074
2015,11204,Overgrown Tree/Branches,562.204235487892
2011,11205,Found Property,2686.201701388889
2012,11205,Found Property,2445.8754436728395
2013,11205,Found Property,1895.9613194444446
2014,11205,Found Property,1265.345726273148
2015,11205,Found Property,1279.570474537037
2012,11206,Found Property,2427.5903935185183
2012,11206,Stalled Sites,1691.3400173611112
2013,11206,Found Property,2024.9656944444446
2014,11206,Found Property,1611.0199575617282
2015,11206,Found Property,1333.950228587963
2010,11207,Special Projects Inspection Team (SPIT),927.3050462962963
2012,11207,Stalled Sites,1161.3451157407408
2012,11207,Scaffold Safety,921.3690277777778
2014,11207,Found Property,1585.592700617284
2017,11207,Stalled Sites,589.2429861111111
2010,11208,Special Projects Inspection Team (SPIT),873.9093696581197
2012,11208,Special Projects Inspection Team (SPIT),644.9153240740741
2013,11208,Stalled Sites,620.5486226851851
2014,11208,Forensic Engineering,779.0968518518519
2015,11208,Overgrown Tree/Branches,568.2051821581198
2010,11209,Found Property,3204.0948726851852
2010,11209,Special Projects Inspection Team (SPIT),828.6936028439152
2011,11209,Special Projects Inspection Team (SPIT),679.2831819566277
2012,11209,Found Property,2454.1213946759262
2014,11209,Found Property,1727.7103472222223
2010,11210,Stalled Sites,3313.5681134259257
2011,11210,Construction Safety Enforcement,885.8956211419754
2012,11210,Construction Safety Enforcement,580.1739004629629
2012,11210,Overgrown Tree/Branches,471.2201383942705
2015,11210,Overgrown Tree/Branches,531.7242228835979
2010,11211,Found Property,3188.376070601852
2011,11211,Found Property,2719.793336226852
2012,11211,Found Property,2342.931556712963
2013,11211,Found Property,2185.7930439814813
2014,11211,Found Property,1534.7507986111111
2010,11212,Special Projects Inspection Team (SPIT),711.6955810185185
2011,11212,Special Projects Inspection Team (SPIT),614.3317939814815
2012,11212,NORC Complaint,1506.388414351852
2014,11212,Bike Rack Condition,574.6864814814815
2015,11212,Overgrown Tree/Branches,577.0969613839834
2010,11213,Special Projects Inspection Team (SPIT),784.8774710648147
2010,11213,Stalled Sites,697.972455357143
2012,11213,Overgrown Tree/Branches,647.3798479676708
2015,11213,Found Property,658.5602835648149
2016,11213,Found Property,1118.532199074074
2010,11214,Special Projects Inspection Team (SPIT),1104.1569829459565
2010,11214,Cranes and Derricks,833.5601041666666
2011,11214,Special Projects Inspection Team (SPIT),597.355243484225
2015,11214,Overgrown Tree/Branches,572.7663575467059
2016,11214,Found Property,890.8968055555556
2010,11215,Found Property,3091.7638932291666
2011,11215,Found Property,2803.656486111111
2012,11215,Found Property,2402.1102584876544
2013,11215,Found Property,2095.827330246914
2014,11215,Found Property,1685.812125771605
2012,11216,Found Property,2561.4553819444445
2012,11216,Overgrown Tree/Branches,644.192742003367
2013,11216,Found Property,2043.8696354166668
2014,11216,Found Property,1806.1341203703703
2015,11216,Found Property,1296.2721643518519
2010,11217,Found Property,3244.7771527777777
2011,11217,Found Property,2762.446657986111
2012,11217,Found Property,2459.256773726852
2013,11217,Found Property,2044.8163541666668
2014,11217,Forensic Engineering,1716.6165740740742
2012,11218,Stalled Sites,2493.5248900462966
2012,11218,Found Property,2344.2099074074076
2013,11218,Found Property,2149.013761574074
2014,11218,Found Property,1654.9485300925926
2015,11218,Found Property,1299.3016666666667
2012,11219,Stalled Sites,1869.282673611111
2013,11219,Found Property,1985.174826388889
2015,11219,Overgrown Tree/Branches,686.583552938808
2016,11219,Found Property,1066.0280787037036
2017,11219,Found Property,731.2302314814815
2010,11220,Special Projects Inspection Team (SPIT),1050.5559599673202
2011,11220,Special Projects Inspection Team (SPIT),831.9047160314384
2013,11220,Found Property,2197.2799421296295
2014,11220,Facades,966.9557349537038
2015,11220,Found Property,1468.2042013888888
2010,11221,Found Property,3121.7074074074076
2011,11221,Found Property,2699.3846296296297
2012,11221,Found Property,2403.7961458333334
2013,11221,Found Property,2009.744375
2014,11221,Found Property,1630.4881481481482
2010,11222,Found Property,3146.226099537037
2011,11222,Found Property,2839.3214583333333
2012,11222,Found Property,2420.112191358025
2013,11222,Found Property,2049.951880787037
2014,11222,Found Property,1678.029363425926
2010,11223,Special Projects Inspection Team (SPIT),776.1012394781144
2012,11223,Boilers,870.0345254629628
2013,11223,Found Property,1871.953599537037
2015,11223,Found Property,1284.1768287037037
2016,11223,New Tree Request,551.5018785121326
2010,11224,Found Property,3023.9719328703704
2012,11224,NORC Complaint,756.4855555555556
2013,11224,Miscellaneous Categories,1436.5370100308644
2014,11224,Forensic Engineering,1122.5477430555557
2015,11224,Facades,751.6576128472223
2011,11225,Construction Safety Enforcement,648.0433603395062
2014,11225,Found Property,1621.9299016203704
2015,11225,Found Property,1335.0463599537038
2016,11225,Found Property,1089.1095949074074
2017,11225,Found Property,620.0738425925925
2011,11226,Stalled Sites,2502.375619212963
2014,11226,Found Property,1664.9315509259259
2015,11226,Found Property,1312.2249537037037
2015,11226,Overgrown Tree/Branches,727.5447533133623
2016,11226,Found Property,981.7193518518518
2010,11228,Found Property,3194.418414351852
2010,11228,Special Projects Inspection Team (SPIT),1049.9852044753086
2011,11228,Special Projects Inspection Team (SPIT),715.9406765572389
2012,11228,Special Projects Inspection Team (SPIT),597.444708994709
2015,11228,New Tree Request,512.8687607167353
2010,11229,Stalled Sites,1073.8843749999999
2013,11229,Drinking Water,841.1584606481481
2014,11229,Found Property,1716.2608564814814
2015,11229,Stalled Sites,742.5487962962962
2016,11229,New Tree Request,667.7583824938016
2010,11230,Found Property,3074.0743171296294
2010,11230,Stalled Sites,2719.35744212963
2011,11230,Found Property,2766.1059953703702
2012,11230,Stalled Sites,2064.402858796296
2015,11230,Found Property,1328.447494212963
2010,11231,Found Property,3207.399490740741
2011,11231,Found Property,2912.1496643518517
2012,11231,Found Property,2512.1203356481483
2013,11231,Found Property,1880.670648148148
2014,11231,Found Property,1667.7286805555555
2010,11232,Found Property,3117.772453703704
2010,11232,Special Projects Inspection Team (SPIT),892.3311886574074
2012,11232,Found Property,2416.485833333333
2013,11232,Stalled Sites,2036.3619907407408
2013,11232,Found Property,1906.7663194444444
2010,11233,Special Projects Inspection Team (SPIT),1191.2452268518518
2011,11233,Special Projects Inspection Team (SPIT),782.3878777356902
2012,11233,Found Property,2571.260821759259
2013,11233,Found Property,2073.7965277777776
2017,11233,Found Property,658.4867361111111
2010,11234,Stalled Sites,1930.3898919753085
2011,11234,Construction Safety Enforcement,2459.603958333333
2012,11234,Stalled Sites,2547.690798611111
2013,11234,Found Property,2107.269548611111
2015,11234,Facades,784.5417708333333
2010,11235,Found Property,3307.9524421296296
2011,11235,Found Property,2869.1051736111112
2012,11235,Stalled Sites,2473.6600578703706
2012,11235,Miscellaneous Categories,2134.434849537037
2015,11235,Found Property,1261.966741898148
2010,11236,Special Projects Inspection Team (SPIT),700.2350949074075
2010,11236,Emergency Response Team (ERT),540.0461316872429
2011,11236,Special Projects Inspection Team (SPIT),614.0245052083333
2012,11236,Special Projects Inspection Team (SPIT),607.198201388889
2015,11236,Overgrown Tree/Branches,510.46686445071333
2010,11237,Found Property,3288.189837962963
2011,11237,Found Property,2903.467326388889
2012,11237,Found Property,2374.244693287037
2012,11237,ATF,1440.0041666666666
2016,11237,Found Property,982.4621990740741
2011,11238,Found Property,2821.2324498456787
2011,11238,Stalled Sites,2370.507824074074
2012,11238,Stalled Sites,2532.368777006173
2014,11238,Found Property,1732.6349652777778
2015,11238,Found Property,1318.8068711419753
2013,11239,Overgrown Tree/Branches,786.215625
2013,11239,New Tree Request,456.67016059027776
2015,11239,Overgrown Tree/Branches,920.0655844907407
2017,11239,New Tree Request,530.1678530092593
2017,11239,Overgrown Tree/Branches,470.00028806584356
2010,11241,Consumer Complaint,415.6209375
2012,11241,General Construction/Plumbing,406.31570601851854
2013,11241,Graffiti,101.29215277777777
2017,11241,New Tree Request,212.1209375
2018,11241,Taxi Complaint,174.06175925925925
2010,11242,Taxi Complaint,83.07133101851852
2011,11242,Food Establishment,60.30447916666667
2015,11242,Food Establishment,60.95344907407407
2018,11242,For Hire Vehicle Complaint,179.72418981481482
2019,11242,Taxi Complaint,155.27636574074074
2010,11243,General Construction/Plumbing,14.514039351851851
2010,11243,DOF Property - Owner Issue,6.898032407407407
2010,11243,DOF Property - Payment Issue,6.420075231481482
2011,11243,New Tree Request,246.90480324074073
2011,11243,Street Condition,9.932986111111111
2010,11249,Forensic Engineering,2307.4094753086415
2010,11249,Special Projects Inspection Team (SPIT),1317.2473688271607
2012,11249,Found Property,2327.5441396604933
2013,11249,Found Property,1449.168013117284
2014,11249,Found Property,1573.123950617284
2010,11354,Found Property,3090.283865740741
2012,11354,Found Property,2331.388148148148
2013,11354,Found Property,2029.463888888889
2013,11354,Stalled Sites,1109.997326388889
2015,11354,Found Property,1463.1458796296297
2010,11355,Special Projects Inspection Team (SPIT),846.4239654271207
2012,11355,Found Property,2420.919513888889
2013,11355,Found Property,1906.6353125
2013,11355,Stalled Sites,1526.5494444444444
2014,11355,Found Property,1746.7982060185186
2011,11356,Special Projects Inspection Team (SPIT),635.1547939814815
2011,11356,New Tree Request,575.3876599049707
2012,11356,ATF,1543.6694444444445
2014,11356,Found Property,1512.6644386574073
2015,11356,Illegal Tree Damage,557.6255324074075
2010,11357,Special Projects Inspection Team (SPIT),836.7537538580247
2011,11357,Special Projects Inspection Team (SPIT),655.2994357638888
2012,11357,Special Projects Inspection Team (SPIT),608.5207190393519
2016,11357,New Tree Request,516.8390358946609
2017,11357,Found Property,555.778136574074
2010,11358,Special Projects Inspection Team (SPIT),771.9783217592592
2010,11358,Miscellaneous Categories,551.5678587962963
2011,11358,New Tree Request,468.4307279297426
2012,11358,Boilers,461.5887847222223
2013,11358,Stalled Sites,2236.300324074074
2011,11359,Street Light Condition,61.53767361111112
2012,11359,Street Light Condition,351.61620370370366
2017,11359,Maintenance or Facility,59.89416666666666
2018,11359,Damaged Tree,125.6383275462963
2019,11359,Taxi Complaint,60.66834490740741
2010,11360,New Tree Request,517.8278708333333
2011,11360,New Tree Request,536.8318407809983
2012,11360,School Maintenance,649.3547916666668
2013,11360,Illegal Tree Damage,554.984837962963
2013,11360,Plumbing,463.1576226851852
2010,11361,Boilers,801.3440393518518
2010,11361,New Tree Request,642.2943694125161
2010,11361,Special Projects Inspection Team (SPIT),616.04721875
2011,11361,Found Property,2845.8055439814816
2012,11361,School Maintenance,642.9004768518519
2010,11362,New Tree Request,647.8777859477125
2012,11362,Plumbing,634.0038025284902
2013,11362,Stalled Sites,572.6113425925926
2015,11362,Plumbing,582.8099537037037
2016,11362,New Tree Request,537.6031051163342
2010,11363,Special Projects Inspection Team (SPIT),698.0416724537037
2010,11363,New Tree Request,578.5377897805213
2011,11363,Boilers,1099.4334722222222
2012,11363,Boilers,540.5136284722222
2016,11363,New Tree Request,523.2073008040935
2010,11364,New Tree Request,626.4507364890401
2011,11364,New Tree Request,456.60163362794617
2011,11364,Special Projects Inspection Team (SPIT),409.0402430555556
2016,11364,Overgrown Tree/Branches,420.35597628878867
2016,11364,New Tree Request,408.75064253647577
2010,11365,Special Projects Inspection Team (SPIT),652.6768667328042
2010,11365,New Tree Request,534.7461724537036
2011,11365,Special Projects Inspection Team (SPIT),1146.2560069444444
2011,11365,New Tree Request,558.0784728208811
2012,11365,Special Projects Inspection Team (SPIT),568.5711640211641
2010,11366,Emergency Response Team (ERT),947.2441550925927
2010,11366,New Tree Request,575.4175070573622
2010,11366,Special Projects Inspection Team (SPIT),480.22971726190474
2012,11366,Boilers,636.4224074074074
2014,11366,Found Property,1678.9789814814815
2010,11367,Stalled Sites,2400.583148148148
2010,11367,New Tree Request,645.8958278677985
2011,11367,Found Property,2826.934976851852
2012,11367,Special Projects Inspection Team (SPIT),481.22524112654327
2013,11367,Plumbing,504.1743707912458
2010,11368,New Tree Request,573.9014001806685
2013,11368,ATF,769.6305555555556
2015,11368,Found Property,1373.2620601851852
2015,11368,Building Marshals office,944.5699305555555
2017,11368,Graffiti,890.7770728884368
2010,11369,Found Property,3100.458449074074
2011,11369,Found Property,2778.3091666666664
2012,11369,Found Property,2397.8339930555553
2013,11369,Found Property,2004.7071180555554
2014,11369,Found Property,1649.1691782407408
2010,11370,Found Property,3107.9562731481483
2010,11370,Boilers,1015.4240393518519
2012,11370,BEST/Site Safety,864.5961805555555
2014,11370,Found Property,1522.1028819444443
2016,11370,Indoor Sewage,598.0655555555555
2013,11371,Found Property,2106.1938715277774
2014,11371,Found Property,1792.2988541666666
2015,11371,For Hire Vehicle Complaint,94.79153935185185
2018,11371,Taxi Complaint,87.1618894675926
2019,11371,Taxi Complaint,89.78865079365082
2012,11372,Found Property,2237.9622800925927
2012,11372,NORC Complaint,958.0270601851852
2013,11372,Found Property,2099.1803587962963
2016,11372,Found Property,914.2638773148149
2017,11372,Found Property,599.9830671296297
2010,11373,Special Projects Inspection Team (SPIT),658.8334538398692
2010,11373,New Tree Request,505.0414664664665
2015,11373,Found Property,1214.5572800925925
2016,11373,Found Property,975.0819560185186
2017,11373,Dead/Dying Tree,506.4301720328283
2010,11374,Stalled Sites,1915.5777893518518
2010,11374,Special Projects Inspection Team (SPIT),667.0397264309764
2012,11374,Stalled Sites,777.5698032407407
2012,11374,Special Projects Inspection Team (SPIT),693.0407137345679
2013,11374,Plumbing,713.6072569444444
2010,11375,Found Property,3099.8421006944445
2011,11375,Found Property,2733.096840277778
2012,11375,Stalled Sites,1872.3637094907408
2013,11375,Found Property,2159.3807291666667
2015,11375,Found Property,1084.099673611111
2010,11377,Found Property,3297.5627430555555
2012,11377,Found Property,2347.517624421296
2013,11377,Stalled Sites,2098.3577083333334
2013,11377,Found Property,2012.5165817901234
2014,11377,Found Property,1589.7985358796295
2010,11378,Special Projects Inspection Team (SPIT),743.4292106481482
2011,11378,Special Projects Inspection Team (SPIT),653.0392013888891
2013,11378,Found Property,1947.886712962963
2013,11378,Boilers,664.3483796296297
2014,11378,Forensic Engineering,1267.5257233796297
2010,11379,New Tree Request,521.6040401432414
2011,11379,Special Projects Inspection Team (SPIT),432.4978298611111
2012,11379,Special Projects Inspection Team (SPIT),573.7876471560846
2013,11379,Boilers,683.4502430555556
2014,11379,Plumbing,630.5765727124184
2010,11385,Special Projects Inspection Team (SPIT),620.9891456228956
2010,11385,New Tree Request,505.44489852631096
2011,11385,Found Property,2814.1236342592592
2012,11385,Found Property,2524.6284953703703
2014,11385,Found Property,1699.716574074074
2010,11411,Boilers,823.3652662037038
2012,11411,Boilers,681.473337191358
2013,11411,Plumbing,822.5680613425926
2013,11411,Construction Safety Enforcement,787.3646412037037
2013,11411,Special Projects Inspection Team (SPIT),738.3275
2010,11412,Stalled Sites,2016.4711400462963
2010,11412,Special Projects Inspection Team (SPIT),602.3731018518517
2012,11412,Boilers,728.4072135416667
2015,11412,Construction Safety Enforcement,755.5105285493828
2015,11412,Plumbing,653.9199125514403
2010,11413,Special Projects Inspection Team (SPIT),754.5498249421298
2010,11413,New Tree Request,637.5746896578781
2011,11413,New Tree Request,579.149449074074
2013,11413,Boilers,604.5364670138888
2013,11413,Construction Safety Enforcement,553.524670138889
2011,11414,New Tree Request,660.0767766203703
2012,11414,Drinking Water,1037.0085069444444
2014,11414,Miscellaneous Categories,645.7677469135803
2015,11414,Graffiti,3493.3130812757204
2016,11414,Found Property,1013.1044791666667
2010,11415,New Tree Request,513.1508453525639
2012,11415,Special Projects Inspection Team (SPIT),471.38729552469135
2012,11415,Scaffold Safety,467.2626041666667
2012,11415,Plumbing,452.75301978114476
2016,11415,New Tree Request,501.6872520994835
2010,11416,Special Projects Inspection Team (SPIT),865.8674189814815
2010,11416,Stalled Sites,734.5567361111111
2010,11416,New Tree Request,654.1103940007719
2012,11416,School Maintenance,658.492806712963
2013,11416,Stalled Sites,1623.5662962962963
2010,11417,Found Property,3044.1505787037036
2010,11417,Stalled Sites,1009.4716319444444
2010,11417,Special Projects Inspection Team (SPIT),883.363035300926
2010,11417,New Tree Request,677.726257805771
2011,11417,Special Projects Inspection Team (SPIT),836.7088310185186
2010,11418,New Tree Request,592.6052949686817
2010,11418,Special Projects Inspection Team (SPIT),470.92579755892257
2011,11418,Quality of Life,450.14762924382717
2015,11418,Facades,1406.2719791666666
2017,11418,FATF,593.0
2010,11419,Special Projects Inspection Team (SPIT),816.1768428497942
2010,11419,New Tree Request,553.1642685185184
2011,11419,Special Projects Inspection Team (SPIT),723.5763026989756
2011,11419,New Tree Request,560.7421905006859
2012,11419,Special Projects Inspection Team (SPIT),547.1176967592593
2010,11420,Special Projects Inspection Team (SPIT),784.1814265046296
2010,11420,New Tree Request,637.6469184027775
2011,11420,Special Projects Inspection Team (SPIT),657.4305195473252
2012,11420,Found Property,2358.564774305555
2016,11420,Found Property,882.3173379629629
2010,11421,Special Projects Inspection Team (SPIT),912.5269868827161
2011,11421,Special Projects Inspection Team (SPIT),808.9146624228396
2012,11421,Stalled Sites,2643.617199074074
2012,11421,School Maintenance,718.339849537037
2016,11421,Found Property,1101.0262152777777
2010,11422,New Tree Request,621.2091042795846
2011,11422,New Tree Request,513.4634362139917
2015,11422,Plumbing,602.857681878307
2015,11422,ATF,593.9583333333334
2016,11422,Dead/Dying Tree,509.5894618055556
2010,11423,New Tree Request,605.2309998713991
2010,11423,Special Projects Inspection Team (SPIT),549.6613107638889
2011,11423,New Tree Request,570.5288707295658
2011,11423,Special Projects Inspection Team (SPIT),514.5822503306879
2014,11423,Found Property,1538.1121412037037
2010,11426,New Tree Request,621.9864821428571
2010,11426,Special Projects Inspection Team (SPIT),569.4843310185184
2011,11426,Found Property,2700.0178125
2012,11426,Boilers,532.4014988425926
2017,11426,Found Property,675.1891087962963
2010,11427,Stalled Sites,741.1648726851852
2010,11427,Special Projects Inspection Team (SPIT),680.686417824074
2011,11427,New Tree Request,614.9328839573269
2012,11427,Boilers,635.4688657407407
2013,11427,Found Property,1964.5044097222221
2010,11428,New Tree Request,461.4168016975309
2011,11428,New Tree Request,536.5979348544973
2011,11428,Boilers,414.54236689814815
2013,11428,Miscellaneous Categories,540.4729398148148
2014,11428,Plumbing,454.33461805555555
2010,11429,Special Projects Inspection Team (SPIT),1397.419525462963
2010,11429,New Tree Request,629.3269431089745
2011,11429,Quality of Life,1287.669056712963
2014,11429,CONSTRUCTION,1484.9741087962964
2015,11429,Illegal Tree Damage,551.1151099537037
2010,11430,Found Property,2737.3642881944447
2011,11430,Found Property,2752.8732783564815
2013,11430,Found Property,1609.8018194444444
2014,11430,Found Property,1747.9307754629629
2015,11430,Found Property,1323.088425925926
2010,11432,Stalled Sites,1097.0654668209875
2010,11432,Special Projects Inspection Team (SPIT),639.0860902777779
2012,11432,Stalled Sites,1204.3433333333332
2015,11432,Found Property,1244.4717939814814
2015,11432,Facades,788.956958912037
2010,11433,Special Projects Inspection Team (SPIT),831.3643663194443
2010,11433,New Tree Request,636.3790621266427
2010,11433,Stalled Sites,581.667538580247
2012,11433,Stalled Sites,2114.55059220679
2012,11433,BEST/Site Safety,677.8635609567901
2010,11434,Special Projects Inspection Team (SPIT),904.4818287037037
2010,11434,New Tree Request,606.1794313607085
2010,11434,Boilers,528.7813611111111
2011,11434,New Tree Request,511.413311563051
2013,11434,Plumbing,530.0432291666667
2010,11435,New Tree Request,660.561802873758
2011,11435,New Tree Request,491.6999336787185
2012,11435,Boilers,537.3865208333334
2014,11435,Miscellaneous Categories,475.765
2016,11435,New Tree Request,467.3632883230455
2010,11436,Investigations and Discipline (IAD),795.471183449074
2010,11436,New Tree Request,659.6121746399178
2010,11436,Boilers,634.7172939814815
2012,11436,Special Projects Inspection Team (SPIT),625.1675231481481
2013,11436,Plumbing,688.0708171296295
2010,11691,New Tree Request,436.0395711900424
2011,11691,New Tree Request,653.3888038038036
2014,11691,Facades,429.58827635327634
2014,11691,Scaffold Safety,383.40622685185184
2017,11691,Dead/Dying Tree,385.733380519943
2010,11692,Special Projects Inspection Team (SPIT),1339.3897627314814
2011,11692,New Tree Request,647.2363676697531
2012,11692,Stalled Sites,922.5992013888889
2012,11692,School Maintenance,799.4058472222221
2012,11692,New Tree Request,608.5080818602693
2010,11693,New Tree Request,551.5714969135803
2011,11693,New Tree Request,569.3928807261209
2013,11693,Plumbing,369.4367574317739
2016,11693,Overgrown Tree/Branches,388.2182523148148
2017,11693,Illegal Tree Damage,366.988275462963
2010,11694,New Tree Request,553.4642619460978
2011,11694,New Tree Request,523.2037187187188
2012,11694,School Maintenance,808.8909895833332
2012,11694,Special Projects Inspection Team (SPIT),595.4298206018518
2012,11694,Construction Safety Enforcement,555.5118402777778
2010,11697,Special Projects Inspection Team (SPIT),1122.692867476852
2010,11697,Emergency Response Team (ERT),656.7226157407407
2011,11697,Found Property,2786.221759259259
2016,11697,Building/Use,535.7723514660494
2017,11697,Street Sign - Missing,557.7591782407408
