boro,boro_name,postcode,avg_growth,categorization,10_11growth,10_11_cat,11_12growth,11_12_cat,12_13growth,12_13_cat,13_14growth,13_14_cat,14_15growth,14_15_cat,15_16growth,15_16_cat,16_17growth,16_17_cat,17_18growth,17_18_cat,_c0,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat,2010_job_time,2011_job_time,2012_job_time,2013_job_time,2014_job_time,2015_job_time,2016_job_time,2017_job_time,2018_job_time,2019_job_time
3,Brooklyn,11217,0.12537623778640147,excellent,-0.004315992797976769,fair,0.24669189306740033,excellent,0.08162384234314772,excellent,0.14878780382603543,excellent,0.05567336803912664,poor,0.17031785768271646,excellent,0.18598392212568438,excellent,0.17385047815653693,excellent,121,17.0,25.0,34.0,31.0,31.0,46.0,38.0,42.0,30.0,16.0,257.0,322.0,350.0,398.0,332.0,431.0,457.0,366.0,131.0,87.0,120.0,140.0,172.0,182.0,167.0,163.0,198.0,164.0,75.0,58.0,11.0,16.0,22.0,26.0,37.0,46.0,18.0,26.0,15.0,9.0,400.0,471.0,509.0,591.0,534.0,650.0,662.0,555.0,247.0,164.0,34953030.0,81608615.0,45228593.0,73155135.0,60923157.0,96204009.0,95508925.0,95045392.0,43980486.0,43713781.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,good,excellent,19.98854129935971,19.554890997399323,21.462317923527305,22.751707300693923,16.972282313677663,17.7477419520735,15.924866316991258,12.402754921814642,10.049980636024108,5.238877263247171
3,Brooklyn,11221,0.12384590665743272,excellent,-0.0353615322800133,poor,-0.050352683898824836,poor,0.019421452911739853,good,0.08173982215342739,excellent,0.17271379406069196,excellent,0.25556355720056767,excellent,0.26441310437924537,excellent,0.17892254127133322,excellent,35,4.0,2.0,6.0,4.0,4.0,4.0,3.0,7.0,3.0,"",110.0,69.0,86.0,90.0,150.0,244.0,229.0,225.0,53.0,19.0,57.0,69.0,52.0,84.0,108.0,124.0,138.0,121.0,50.0,12.0,1.0,6.0,6.0,9.0,23.0,51.0,39.0,17.0,7.0,"",159.0,116.0,146.0,161.0,248.0,350.0,335.0,265.0,71.0,30.0,20775140.0,14197513.0,18153795.0,34010956.0,55287466.0,67650561.0,48002145.0,43548427.0,26236316.0,3734325.0,good,fair,good,good,excellent,excellent,good,good,good,fair,17.878742316287727,14.84089745503786,18.18312566505554,17.037940619854773,18.659323190865333,17.919403948335642,14.827921488723533,12.795899405827523,10.22771444173737,6.094447434633261
3,Brooklyn,11213,0.12334716150304806,excellent,-0.05198117157624835,poor,0.0488545392807308,excellent,0.020688244940200304,good,0.17379949665950564,excellent,0.13169050535580204,excellent,0.21360618262893963,excellent,0.16603498874643524,excellent,0.18700310432026718,excellent,28,4.0,4.0,2.0,4.0,6.0,10.0,7.0,3.0,5.0,5.0,111.0,73.0,115.0,88.0,118.0,197.0,173.0,144.0,51.0,19.0,75.0,45.0,62.0,64.0,85.0,97.0,100.0,74.0,26.0,14.0,3.0,3.0,7.0,12.0,10.0,21.0,20.0,13.0,5.0,1.0,155.0,122.0,166.0,133.0,207.0,292.0,284.0,213.0,63.0,41.0,18535077.0,10558652.0,17623331.0,19013979.0,23940228.0,38984305.0,49806168.0,40669509.0,20476852.0,20716738.0,good,fair,fair,good,good,good,good,good,good,good,14.947731579274325,13.564822802033152,15.351018555564318,12.94668850708491,14.282539317071983,16.41686470891862,13.43935740437278,10.127157351330627,9.363279000853401,5.732725666033588
1,Manhattan,10027,0.12003157064463746,excellent,-0.006745159139028485,fair,-0.05173485732571792,poor,0.06913906819979831,excellent,0.06463634631803582,good,0.14765914098857016,excellent,0.22166461465750806,excellent,0.20355603428445815,excellent,0.12732013006898923,good,127,5.0,18.0,19.0,23.0,29.0,47.0,53.0,66.0,42.0,26.0,176.0,177.0,202.0,187.0,180.0,177.0,185.0,159.0,99.0,65.0,56.0,72.0,73.0,97.0,75.0,99.0,87.0,95.0,64.0,42.0,50.0,26.0,9.0,11.0,14.0,17.0,20.0,13.0,9.0,12.0,246.0,260.0,301.0,276.0,293.0,391.0,405.0,304.0,217.0,122.0,24680719.0,51552359.0,58957469.0,53996185.0,55217468.0,73795768.0,56523218.0,134798280.0,168233251.0,38593532.0,good,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,excellent,20.079361795862,16.71558120815105,15.91685608359411,16.36558726443843,15.800221158007703,14.417673903362813,12.831068316723405,9.930924702190259,9.13456380315692,6.479272083354138
1,Manhattan,10018,0.11763269609988941,excellent,0.07597827417475425,excellent,0.0669163337410165,excellent,0.10263883512766743,excellent,0.12224852008707472,excellent,0.08952359332117181,good,0.10614022533771608,good,0.06683061272177616,fair,0.14799327374374785,excellent,169,83.0,108.0,96.0,130.0,121.0,124.0,113.0,147.0,107.0,63.0,356.0,329.0,352.0,369.0,358.0,316.0,365.0,267.0,143.0,72.0,211.0,141.0,169.0,137.0,158.0,128.0,149.0,118.0,85.0,61.0,17.0,16.0,24.0,25.0,21.0,24.0,29.0,40.0,14.0,10.0,618.0,632.0,606.0,658.0,674.0,638.0,649.0,588.0,368.0,238.0,79083914.0,72427958.0,210349294.0,97646760.0,94822934.0,126869172.0,110195667.0,151607330.0,91236138.0,57337854.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,38.78293348330733,32.99125623040548,28.302073866334293,23.55304281232373,17.82286444453236,18.531204494315233,13.899364661096692,11.82089066175976,14.20590317451453,8.605434522737177
2,Bronx,10455,0.11181729500108152,excellent,0.07049115039024853,excellent,0.0663178782963441,excellent,0.04219488148539785,excellent,0.0371303920023362,fair,0.06958388301849362,fair,0.037934124634855765,poor,0.09961255463910623,good,0.1932373148814589,excellent,57,1.0,1.0,5.0,3.0,8.0,12.0,7.0,7.0,1.0,"",63.0,74.0,77.0,116.0,113.0,96.0,86.0,89.0,23.0,12.0,30.0,23.0,28.0,36.0,39.0,42.0,32.0,27.0,12.0,9.0,1.0,"",2.0,5.0,5.0,4.0,6.0,5.0,1.0,2.0,93.0,117.0,114.0,138.0,147.0,113.0,121.0,110.0,48.0,25.0,18957615.0,28268649.0,10955882.0,998675600.0,25464236.0,33356952.0,15795425.0,29822804.0,17404831.0,11298650.0,good,good,fair,excellent,good,good,fair,good,fair,good,17.06847549030806,15.360504438018118,12.763635873463727,12.324206483551702,12.12922296149651,11.677472558299382,12.313297021494181,12.340481159838637,11.609193077747443,7.13923564942956
1,Manhattan,10007,0.1111727422611563,excellent,0.15030069566216017,excellent,-0.07229407821838106,poor,0.05264634197262358,excellent,0.06432174655319699,good,0.030133195120415193,poor,0.0998271451191977,fair,0.16911131037226293,excellent,0.06522270557963444,poor,150,22.0,27.0,37.0,71.0,47.0,65.0,63.0,56.0,59.0,42.0,110.0,115.0,115.0,148.0,145.0,131.0,140.0,128.0,95.0,46.0,57.0,64.0,51.0,75.0,76.0,44.0,55.0,57.0,53.0,28.0,22.0,8.0,12.0,17.0,16.0,10.0,16.0,14.0,9.0,6.0,201.0,192.0,206.0,280.0,281.0,255.0,285.0,248.0,232.0,119.0,38750849.0,42922692.0,44137182.0,68823796.0,95107615.0,54629403.0,81552157.0,52350744.0,88372145.0,48697379.0,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,excellent,excellent,26.27381751760192,20.719434101452574,29.126634698915208,17.68121357664949,21.481594086021495,21.780541930808404,21.058095799497515,32.084304840452546,40.082441967893345,7.26902548820013
3,Brooklyn,11215,0.10932707547973607,excellent,-2.7832888087317285E-5,fair,0.09208799007349937,excellent,0.05527269842508534,excellent,0.10775000642008968,excellent,0.08036939575313025,good,0.19075656529061974,excellent,0.14154127094484453,excellent,0.1238165805144602,good,193,7.0,10.0,21.0,23.0,19.0,23.0,29.0,20.0,16.0,10.0,205.0,234.0,248.0,271.0,271.0,294.0,430.0,288.0,133.0,62.0,126.0,112.0,138.0,120.0,145.0,145.0,187.0,153.0,87.0,47.0,17.0,25.0,16.0,14.0,28.0,32.0,87.0,22.0,12.0,6.0,392.0,402.0,461.0,460.0,468.0,543.0,658.0,503.0,232.0,124.0,33223539.0,31076896.0,51720048.0,58500030.0,53322243.0,55254269.0,74159940.0,81160834.0,34702397.0,49092781.0,excellent,good,excellent,excellent,excellent,good,excellent,excellent,good,excellent,23.52391079392012,24.76289541438531,28.346305141207452,23.389433779718207,20.02617180025967,22.22508010146391,21.184221846284977,16.138200103854132,10.156370150286557,5.346653998432047
3,Brooklyn,11225,0.10903716638643712,excellent,-0.022185748366927487,poor,0.03372272097407477,good,0.017950370899527848,good,0.08487831019753275,excellent,0.1330837640189478,excellent,0.2022659920679645,excellent,0.1939289817864745,excellent,0.17553902184426767,excellent,162,2.0,2.0,4.0,9.0,5.0,10.0,7.0,9.0,3.0,5.0,74.0,59.0,59.0,59.0,116.0,140.0,184.0,106.0,35.0,20.0,27.0,29.0,42.0,48.0,63.0,73.0,81.0,56.0,28.0,17.0,5.0,4.0,2.0,4.0,7.0,27.0,21.0,12.0,2.0,"",91.0,88.0,95.0,104.0,176.0,194.0,261.0,187.0,85.0,49.0,9380789.0,17032933.0,23018270.0,17176722.0,25814357.0,16590090.0,22076369.0,28717488.0,16275897.0,8544154.0,fair,good,good,fair,good,fair,fair,good,fair,good,15.649098622624361,13.987728514675641,15.542078168448574,14.21191754219262,15.766130438963089,15.404091803319966,13.139204964536473,10.235277618490866,8.833623942360393,5.360156233667836
1,Manhattan,10001,0.10900680856587257,excellent,0.21309493956675393,excellent,0.026321284006049692,good,0.00984193285569878,fair,0.0991185380802886,excellent,0.09405702902641641,good,0.10888978670256634,good,0.054327413491981155,fair,0.13582624282201025,excellent,56,283.0,434.0,485.0,536.0,533.0,569.0,564.0,515.0,561.0,303.0,535.0,600.0,729.0,792.0,778.0,757.0,668.0,622.0,329.0,210.0,219.0,237.0,273.0,283.0,324.0,322.0,251.0,245.0,195.0,104.0,80.0,109.0,85.0,108.0,112.0,118.0,95.0,107.0,71.0,44.0,1120.0,1386.0,1656.0,1841.0,1843.0,1819.0,1681.0,1546.0,1309.0,730.0,163759014.0,239598729.0,320890310.0,334703370.0,469834048.0,421848742.0,423053849.0,422601101.0,280966153.0,186319426.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,38.39898487250394,29.78038253988433,30.866685653919703,24.706524982323675,21.898894244201205,18.727590333959213,12.224269729217243,12.40234465952698,12.619632863773003,6.9591254702105765
1,Manhattan,10013,0.10861050545404029,excellent,0.0895144174446007,excellent,0.010736877190725842,fair,0.039481171597317906,excellent,0.11808496096623149,excellent,0.1047217446121351,excellent,0.10362109419073359,fair,0.08478304416618933,good,0.13194697671971262,excellent,159,96.0,92.0,90.0,93.0,102.0,111.0,120.0,96.0,100.0,79.0,201.0,233.0,267.0,252.0,238.0,270.0,306.0,281.0,184.0,88.0,88.0,108.0,121.0,112.0,119.0,100.0,113.0,92.0,83.0,42.0,23.0,37.0,36.0,46.0,38.0,42.0,39.0,33.0,34.0,15.0,386.0,412.0,429.0,458.0,440.0,507.0,557.0,447.0,334.0,207.0,67184574.0,99511564.0,94058092.0,130149772.0,125966595.0,180775157.0,189668623.0,261804833.0,206933221.0,116136371.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,29.914878586400537,21.687113159518297,24.124619186845123,19.866886903139605,16.754715445102352,17.919319354500473,15.090249296190867,10.897761756432468,11.311058673945746,7.397682902484412
3,Brooklyn,11233,0.1072690184151862,excellent,-0.023308542597927966,poor,-0.010457697291753955,poor,0.02959853630861965,good,0.07862105318148048,excellent,0.12144411522725158,excellent,0.18799839059648948,excellent,0.21026538694658303,excellent,0.18220387598087098,excellent,130,3.0,2.0,3.0,2.0,5.0,9.0,6.0,5.0,1.0,4.0,126.0,97.0,118.0,133.0,236.0,280.0,222.0,175.0,51.0,19.0,53.0,68.0,78.0,83.0,129.0,130.0,137.0,99.0,53.0,20.0,3.0,2.0,5.0,12.0,18.0,26.0,20.0,17.0,3.0,6.0,154.0,159.0,192.0,205.0,353.0,404.0,337.0,229.0,65.0,37.0,9779071.0,24331457.0,21391044.0,39743827.0,67323211.0,51126264.0,61144974.0,45258266.0,18355875.0,8617795.0,fair,good,good,good,excellent,good,good,good,fair,good,16.300522266662846,14.101917982172267,17.736756053100095,16.745636347692027,21.681122275850306,17.995679275248094,14.11998865180276,11.894701417546568,9.400662963460139,5.6855601386188335
3,Brooklyn,11237,0.10529217264202044,excellent,0.004687199878572184,fair,0.004865974139639964,poor,-0.027047092166207837,poor,0.0170799241517736,poor,0.1722441143449846,excellent,0.22078522967358477,excellent,0.20100277604128555,excellent,0.1421733484870226,excellent,9,6.0,10.0,16.0,13.0,12.0,12.0,22.0,12.0,11.0,6.0,203.0,162.0,193.0,215.0,295.0,423.0,441.0,363.0,150.0,64.0,125.0,116.0,137.0,146.0,185.0,213.0,254.0,198.0,113.0,59.0,3.0,8.0,8.0,19.0,43.0,52.0,71.0,58.0,4.0,1.0,303.0,272.0,316.0,358.0,423.0,644.0,663.0,544.0,232.0,91.0,22508650.0,43973821.0,44100710.0,55964782.0,66832483.0,85436812.0,114147606.0,68211535.0,46576019.0,23084727.0,good,excellent,excellent,excellent,excellent,excellent,excellent,excellent,good,good,18.080394337149365,14.35725286626717,15.276385903835404,15.086016549574891,15.823734956836544,14.955613330503997,16.018694943939696,12.01945454449232,10.01112043138658,6.944189966059377
1,Manhattan,10006,0.10365762461900814,excellent,0.2979615445785238,excellent,-0.07263386638049171,poor,-0.021712553772388718,poor,0.09386599798807639,excellent,0.07802717259858544,fair,0.08750560872489846,fair,0.06263087176631779,fair,0.04477964866904981,poor,194,64.0,73.0,106.0,150.0,202.0,215.0,166.0,119.0,152.0,88.0,98.0,107.0,141.0,118.0,173.0,153.0,155.0,116.0,102.0,62.0,25.0,30.0,48.0,59.0,93.0,89.0,72.0,54.0,45.0,13.0,14.0,14.0,27.0,15.0,22.0,24.0,25.0,19.0,14.0,15.0,203.0,216.0,294.0,314.0,410.0,453.0,340.0,316.0,254.0,153.0,72077831.0,49464196.0,73984096.0,85275517.0,145303488.0,272380202.0,99981527.0,84590035.0,80776023.0,69054228.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,132.53315619524918,53.81034446391485,20.408650261535705,19.500251048165875,16.640476391856605,20.068365957388668,9.265153818367414,9.99910779065004,10.537271315199064,4.8412664800995
1,Manhattan,10012,0.10165955508151164,excellent,0.05282795214207694,good,0.06439327167961593,excellent,0.044555449465145856,excellent,0.1530314909599403,excellent,0.09080712897278846,good,0.12269716547282031,good,0.09187814564033969,good,0.10625347932774708,fair,14,132.0,165.0,139.0,184.0,189.0,182.0,198.0,186.0,246.0,104.0,513.0,587.0,547.0,617.0,588.0,646.0,655.0,593.0,303.0,145.0,236.0,277.0,271.0,281.0,266.0,327.0,274.0,252.0,216.0,96.0,61.0,58.0,62.0,66.0,48.0,69.0,71.0,55.0,48.0,36.0,996.0,1198.0,1116.0,1222.0,1226.0,1287.0,1267.0,1178.0,884.0,450.0,100224183.0,140865348.0,150205938.0,180611282.0,247771435.0,246515968.0,225078255.0,189115881.0,242714710.0,108777672.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,30.086359631365415,23.624505084678603,21.06673978857482,21.98575534451219,18.80517843967651,20.14664217433169,16.175530350637494,49.86080373948476,13.312006582534773,7.590542074825228
1,Manhattan,10009,0.09996458981876859,excellent,0.1378734760317956,excellent,0.03340415489702731,good,0.05832158249334454,excellent,0.06435205027282936,good,0.10975944416999385,excellent,0.0932295782091759,fair,0.08731234983021154,good,0.10164741166320827,fair,24,25.0,19.0,27.0,31.0,35.0,45.0,47.0,28.0,76.0,85.0,220.0,297.0,309.0,270.0,312.0,320.0,326.0,283.0,131.0,51.0,457.0,688.0,197.0,117.0,127.0,189.0,175.0,197.0,73.0,44.0,12.0,6.0,11.0,22.0,33.0,23.0,18.0,8.0,13.0,4.0,840.0,1136.0,595.0,571.0,610.0,630.0,666.0,565.0,441.0,245.0,26169340.0,47185706.0,56557929.0,45814146.0,61925233.0,78869115.0,74863502.0,76160120.0,63715240.0,39753160.0,good,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,25.729062136022947,17.22523782543468,18.59549147836287,16.776452044256224,16.349063852599567,14.917447573591,13.358964149948761,9.79741993076262,12.011255776309703,9.791059187865715
1,Manhattan,10002,0.09937405589077208,excellent,0.08339178134034307,excellent,0.06870816944965741,excellent,0.10984147489950706,excellent,0.06291330334710787,good,0.08578085337001386,good,0.07169681464979459,poor,0.08059530626154246,good,0.14629967515998532,excellent,93,27.0,28.0,39.0,49.0,47.0,52.0,61.0,46.0,31.0,16.0,359.0,384.0,422.0,424.0,425.0,556.0,488.0,403.0,235.0,88.0,181.0,185.0,228.0,228.0,245.0,260.0,229.0,220.0,199.0,85.0,26.0,24.0,27.0,37.0,19.0,59.0,46.0,34.0,20.0,11.0,669.0,711.0,789.0,871.0,825.0,993.0,941.0,813.0,555.0,274.0,68898010.0,71485834.0,88406245.0,74994108.0,67658514.0,92031816.0,82409120.0,97362111.0,82395141.0,58564171.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,25.988232795534362,16.128832843840506,19.167618953426526,20.362109128015927,19.18299157529282,20.019280742330913,16.44545563223584,11.205478147618662,12.8466096495943,8.096256732417027
1,Manhattan,10031,0.09880376037488849,excellent,8.927441618925507E-4,fair,0.0343574084497437,good,0.04707354130552515,excellent,0.0647853501028141,good,0.14020106775537544,excellent,0.15914135916314334,excellent,0.12220139202557004,excellent,0.1490830023327867,excellent,119,2.0,5.0,5.0,3.0,6.0,10.0,7.0,5.0,1.0,"",70.0,64.0,89.0,96.0,120.0,107.0,125.0,95.0,46.0,14.0,37.0,45.0,64.0,57.0,83.0,76.0,71.0,51.0,40.0,18.0,7.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,113.0,123.0,175.0,177.0,224.0,217.0,273.0,188.0,128.0,56.0,8738850.0,11300721.0,11189056.0,14049429.0,21225243.0,34422093.0,20689239.0,21367072.0,18240575.0,10890239.0,fair,fair,fair,fair,fair,good,fair,fair,fair,good,17.495522677075652,14.40132109388485,13.034319498584797,14.852319716640702,15.53061147274543,14.163510296346738,11.359824694087719,8.983674623598795,7.511235688356824,6.541420294150845
1,Manhattan,10033,0.09785084388534024,excellent,0.08583458678208469,excellent,0.041949212178591086,good,0.05317292434505584,excellent,0.08296499562411404,excellent,0.0767090749367901,fair,0.11839792737697118,good,0.10089535944096353,good,0.1401704764092756,excellent,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17.044440139886465,14.038861880600555,12.796824665595693,14.5320807385294,16.254098779666155,13.566591609281476,12.110747993376364,9.316495766540424,8.42840719886842,6.850725919445141
1,Manhattan,10003,0.0977913240139292,excellent,0.16731448642807342,excellent,0.07306250660004707,excellent,0.05523567050431777,excellent,0.06318110629490284,good,0.09090910753667812,good,0.103857509347446,fair,0.05889001345980418,fair,0.08017418556269018,poor,76,132.0,138.0,129.0,127.0,167.0,131.0,191.0,186.0,144.0,102.0,436.0,520.0,564.0,580.0,520.0,470.0,449.0,508.0,258.0,148.0,210.0,230.0,232.0,255.0,235.0,278.0,245.0,253.0,197.0,90.0,50.0,58.0,50.0,56.0,50.0,55.0,53.0,66.0,44.0,20.0,989.0,1113.0,1102.0,1081.0,1090.0,1027.0,1040.0,1063.0,737.0,457.0,170373949.0,129796852.0,149756995.0,125533230.0,165143341.0,294317791.0,221121240.0,213479854.0,176109150.0,173091418.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,31.061489556058852,22.3025683989304,21.88734619663341,18.60511083192749,17.09881041605568,16.45177644397312,13.719161514619238,13.063186870851903,19.583389158952773,9.507639818445048
1,Manhattan,10014,0.09742625123032186,excellent,0.16520313993325333,excellent,0.05981824830749771,excellent,0.024574365297672072,good,0.12569628264761293,excellent,0.07405701850549255,fair,0.12768192264028602,good,0.06846839225629205,fair,0.10526097245726591,fair,50,30.0,41.0,38.0,40.0,49.0,61.0,67.0,70.0,63.0,25.0,192.0,238.0,230.0,244.0,241.0,231.0,263.0,276.0,148.0,77.0,94.0,86.0,107.0,106.0,98.0,93.0,104.0,105.0,86.0,42.0,19.0,30.0,19.0,10.0,23.0,26.0,31.0,36.0,22.0,7.0,339.0,428.0,386.0,421.0,399.0,456.0,493.0,432.0,321.0,139.0,37164962.0,47954532.0,53744718.0,73869469.0,61444787.0,103500690.0,95818280.0,229406632.0,95645568.0,37630810.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,32.139431890383115,20.36269103409811,22.135512343136067,19.468624883461565,17.71507477552536,19.12142319619786,14.27455473856215,11.753138896350015,10.71142492732096,6.2032570462997745
1,Manhattan,10026,0.09548144736664914,excellent,-0.08885006318743194,poor,0.13065815725095006,excellent,0.12996168756101312,excellent,0.03567311885921059,fair,0.11598235662563527,excellent,0.1258284680193107,good,0.1279692176693323,excellent,0.09976949883522135,fair,140,15.0,9.0,19.0,24.0,23.0,28.0,30.0,14.0,19.0,12.0,195.0,172.0,207.0,194.0,253.0,284.0,250.0,227.0,77.0,32.0,60.0,81.0,66.0,108.0,78.0,101.0,98.0,85.0,71.0,21.0,1.0,3.0,10.0,13.0,10.0,8.0,9.0,13.0,3.0,4.0,270.0,255.0,307.0,334.0,472.0,521.0,457.0,376.0,192.0,92.0,28007650.0,20707520.0,80916255.0,53268769.0,81617286.0,106657141.0,78496357.0,46447432.0,34310667.0,29234840.0,good,good,excellent,excellent,excellent,excellent,excellent,good,good,excellent,19.730518419381635,16.580511682156654,15.62233038855955,14.141122031810069,15.389730145633582,16.92715991744518,13.461834111141526,12.708696884726784,14.336080980581675,9.416504367883773
1,Manhattan,10162,0.0952559949610849,excellent,0.1,excellent,0.09435965494359655,excellent,0.029787169536745088,good,0.06328294054435989,good,0.12979012072211762,excellent,0.35446714129915324,excellent,-0.0516221253189064,poor,0.04198305796161331,poor,163,38.0,56.0,46.0,44.0,41.0,58.0,57.0,55.0,51.0,15.0,220.0,227.0,253.0,292.0,247.0,292.0,302.0,221.0,96.0,66.0,96.0,97.0,125.0,155.0,129.0,134.0,110.0,142.0,83.0,50.0,13.0,31.0,35.0,25.0,18.0,31.0,35.0,30.0,32.0,17.0,443.0,502.0,478.0,584.0,535.0,637.0,615.0,557.0,365.0,212.0,68538708.0,73335349.0,89533549.0,91676294.0,70833227.0,108830435.0,101618549.0,89640179.0,59625609.0,41822539.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,130.33899942129628,14.871993055555558,12.886613859953705,37.72722222222222,24.45345486111111,25.230993609098224,7.598279888344226,6.547553918247517,10.716170101553166,5.470868055555555
3,Brooklyn,11232,0.09451878820746074,excellent,-0.05237208156360059,poor,0.07859420620381065,excellent,0.007466907559167881,fair,0.06436006392024686,good,0.10318377291045304,excellent,0.18542986087831723,excellent,0.1664026489901203,excellent,0.13538618826555546,excellent,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19.170407200579596,18.136422278917195,19.209240269687502,32.01961542326372,18.339669823286737,18.254287033944212,16.018977955443066,13.908585976575353,10.70979505080166,4.982892820559187
1,Manhattan,10029,0.09343972194811132,excellent,0.13466525032694854,excellent,0.006369756189355694,fair,0.025017796143295985,good,0.05195649572907113,good,0.13372431877686958,excellent,0.10928874549412541,good,0.10447281674152503,good,0.11750600100693927,good,148,25.0,29.0,37.0,41.0,41.0,41.0,54.0,50.0,51.0,17.0,218.0,218.0,236.0,246.0,254.0,339.0,229.0,204.0,81.0,38.0,85.0,88.0,100.0,116.0,107.0,117.0,77.0,101.0,66.0,34.0,3.0,14.0,13.0,14.0,14.0,18.0,17.0,11.0,9.0,5.0,368.0,351.0,363.0,397.0,431.0,547.0,374.0,376.0,220.0,101.0,147659698.0,53247856.0,72213641.0,75631741.0,85611431.0,95474555.0,66187446.0,73200758.0,91434178.0,29567120.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,17.646509740953388,13.554284606156878,15.77220540372647,14.394232599703379,12.456808716715335,11.907823827203934,11.329360319987059,7.630986631385578,7.9001180724857045,5.813807718149579
1,Manhattan,10030,0.09125408067215195,excellent,-0.054406185583688406,poor,-0.023818722911588167,poor,0.034643875679085695,excellent,0.03724893126598286,fair,0.09386329062222508,good,0.19757032511316616,excellent,0.20748096900673088,excellent,0.1191461398925029,good,179,4.0,6.0,6.0,8.0,10.0,17.0,16.0,14.0,13.0,6.0,194.0,167.0,159.0,186.0,167.0,208.0,187.0,155.0,64.0,17.0,80.0,84.0,93.0,90.0,79.0,94.0,85.0,84.0,41.0,15.0,9.0,3.0,4.0,6.0,16.0,7.0,6.0,11.0,7.0,1.0,282.0,235.0,226.0,276.0,255.0,324.0,325.0,238.0,143.0,68.0,32493489.0,29473641.0,29868610.0,40596713.0,39164453.0,37457948.0,46199110.0,28637183.0,71885649.0,27222656.0,good,good,good,good,good,good,good,good,excellent,good,18.655284360337646,16.361919015550903,15.538441233621867,14.597039814660807,13.6413742777568,12.494977766461604,10.491057424021855,9.611854865503334,8.439712616257248,6.918377019471901
3,Brooklyn,11219,0.09099931258622555,excellent,-0.029865439494732107,poor,0.08371724045709573,excellent,0.03460487180638019,excellent,0.08405244186739294,excellent,0.10016798297869887,excellent,0.12363967018190576,good,0.1361797782062684,excellent,0.13432282293702563,excellent,82,5.0,14.0,12.0,13.0,11.0,12.0,12.0,9.0,7.0,1.0,154.0,165.0,177.0,168.0,208.0,204.0,236.0,187.0,108.0,44.0,114.0,123.0,125.0,157.0,145.0,129.0,142.0,106.0,89.0,36.0,21.0,21.0,14.0,28.0,52.0,39.0,43.0,24.0,6.0,1.0,262.0,253.0,267.0,280.0,289.0,301.0,323.0,257.0,149.0,63.0,27155813.0,26725118.0,34426342.0,32117763.0,39759367.0,60879162.0,55096211.0,41125697.0,21762919.0,10869144.0,good,good,good,good,good,good,good,good,good,good,18.51753235990052,17.695237811311557,22.630359184929425,20.196106445197845,16.985621052391394,22.368213733009696,18.114701427164384,16.59732666279837,10.029337168315976,5.484106975723123
