boro,boro_name,postcode,avg_growth,categorization,10_11growth,10_11_cat,11_12growth,11_12_cat,12_13growth,12_13_cat,13_14growth,13_14_cat,14_15growth,14_15_cat,15_16growth,15_16_cat,16_17growth,16_17_cat,17_18growth,17_18_cat,_c0,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat,2010_job_time,2011_job_time,2012_job_time,2013_job_time,2014_job_time,2015_job_time,2016_job_time,2017_job_time,2018_job_time,2019_job_time
3,Brooklyn,11220,0.08953306899419927,excellent,-0.018513127831653414,poor,0.09686535351628874,excellent,0.028947348860448092,good,0.08043652511575929,excellent,0.06992380106164388,fair,0.13332464986838372,good,0.12723430605958577,excellent,0.13390991698345722,excellent,87,13.0,13.0,21.0,24.0,26.0,35.0,59.0,53.0,48.0,13.0,245.0,226.0,209.0,244.0,265.0,314.0,305.0,260.0,157.0,69.0,146.0,157.0,149.0,184.0,152.0,196.0,194.0,173.0,132.0,46.0,4.0,2.0,8.0,12.0,14.0,7.0,19.0,15.0,8.0,2.0,383.0,418.0,374.0,410.0,482.0,554.0,610.0,484.0,310.0,131.0,34403690.0,39622369.0,60091891.0,45300933.0,75413700.0,99301616.0,107769112.0,123384628.0,73397530.0,45536323.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,19.405767441172852,18.297555811975833,23.283756673818996,48.29876145943036,22.412099029204324,22.728946224585748,18.174733094956043,14.545524750819162,10.682792815225719,6.105604645217697
3,Brooklyn,11226,0.08915280638924228,good,-0.027935985011148717,poor,0.055575585640287646,excellent,0.04877793597222951,excellent,0.0641954928321234,good,0.09021470403265458,good,0.17173859324491644,excellent,0.14806809539108418,excellent,0.12358381910047911,good,33,5.0,6.0,2.0,4.0,10.0,12.0,11.0,12.0,7.0,"",101.0,112.0,122.0,113.0,134.0,194.0,200.0,174.0,70.0,31.0,63.0,54.0,56.0,59.0,69.0,89.0,120.0,116.0,63.0,25.0,2.0,9.0,6.0,9.0,9.0,39.0,47.0,15.0,5.0,1.0,156.0,160.0,158.0,173.0,225.0,288.0,346.0,307.0,150.0,51.0,18915579.0,20899738.0,21840978.0,31593717.0,31813204.0,18979312.0,38745070.0,33987075.0,22815298.0,12661858.0,good,good,good,good,good,fair,good,good,good,good,14.867340872085364,12.509660389615474,12.617803935879854,14.689287535491573,15.064601066136756,14.176304792558149,12.248946201396437,10.036818241674453,8.138380280530527,5.5021285297278695
4,Queens,11102,0.08839546963849354,good,0.05502828331853283,good,0.03023696063994394,good,-0.014162180076576523,poor,0.061397580460222985,good,0.11840069063067858,excellent,0.12041529106783397,good,0.12531529526312024,excellent,0.10792269603973828,fair,61,5.0,10.0,5.0,4.0,5.0,8.0,15.0,7.0,19.0,3.0,114.0,128.0,119.0,120.0,128.0,169.0,171.0,150.0,50.0,21.0,65.0,91.0,76.0,69.0,77.0,95.0,80.0,56.0,48.0,23.0,10.0,10.0,15.0,20.0,32.0,32.0,36.0,28.0,12.0,2.0,173.0,200.0,162.0,176.0,188.0,237.0,250.0,188.0,86.0,31.0,9649185.0,12788299.0,12012942.0,16784980.0,11409221.0,25938933.0,28503657.0,25773961.0,13382086.0,6028928.0,fair,fair,fair,fair,fair,good,good,good,fair,fair,26.79560194363052,19.611912322151085,19.99022247753271,19.548267020851203,15.675741338194312,18.416456470854822,16.781350885880823,12.920879959589447,9.3071773672096,5.490322392020838
3,Brooklyn,11218,0.08653813252205517,good,-0.048917003771514325,poor,0.04857457010577356,excellent,0.01692416101656432,good,0.08972680918062571,excellent,0.09819559749485886,excellent,0.17252786145267385,excellent,0.14589405651104487,excellent,0.1385271376218357,excellent,6,1.0,6.0,5.0,8.0,12.0,17.0,21.0,17.0,10.0,3.0,93.0,144.0,137.0,133.0,157.0,156.0,176.0,153.0,57.0,31.0,60.0,76.0,83.0,86.0,87.0,101.0,98.0,97.0,43.0,27.0,8.0,7.0,12.0,9.0,16.0,31.0,18.0,9.0,5.0,2.0,187.0,252.0,235.0,217.0,250.0,316.0,332.0,266.0,125.0,60.0,16099226.0,26231160.0,31524757.0,42202187.0,22432802.0,30798585.0,50848753.0,34594512.0,19573818.0,14023930.0,fair,good,good,good,fair,good,good,good,fair,good,21.31490214080083,19.301284868548347,21.445755965927674,20.118970537602504,18.53332771686776,18.44800301358135,18.487212520676955,15.336156461449372,11.150158039311618,5.0693500840538075
4,Queens,11692,0.08601884337025938,good,0.018407681515445008,good,-3.746274735813711E-5,poor,-0.1555708056176634,poor,0.01386200870043048,poor,0.12115425699576947,excellent,0.25954317601962235,excellent,0.08786851882844436,good,0.10196104885756063,fair,83,"","",1.0,8.0,8.0,4.0,3.0,23.0,5.0,3.0,54.0,32.0,68.0,70.0,50.0,55.0,151.0,131.0,34.0,36.0,65.0,89.0,55.0,92.0,62.0,96.0,78.0,85.0,25.0,33.0,5.0,17.0,"",4.0,6.0,4.0,19.0,10.0,1.0,1.0,103.0,40.0,74.0,87.0,64.0,83.0,191.0,180.0,41.0,34.0,61708425.0,6178689.0,11286217.0,17705616.0,16811801.0,26254802.0,70966866.0,56497769.0,47622008.0,2599601.0,excellent,fair,fair,fair,fair,good,excellent,excellent,excellent,fair,15.843925421719716,14.847857555291107,21.57064552282577,26.066408871798565,15.893546677758605,19.747955458634475,16.43569782343104,11.094817913115008,10.809173307165409,5.9044078122918355
1,Manhattan,10034,0.08561577076411651,good,-0.010739024797265198,fair,0.04723389071942711,excellent,0.08300040584243626,excellent,0.05789984498346399,good,0.1390919092103548,excellent,0.09841441234284308,fair,0.12257560289897591,excellent,0.130969917882875,excellent,175,4.0,5.0,4.0,5.0,10.0,17.0,19.0,11.0,8.0,2.0,181.0,162.0,160.0,185.0,175.0,217.0,209.0,220.0,87.0,41.0,69.0,73.0,63.0,90.0,91.0,123.0,151.0,137.0,95.0,39.0,1.0,4.0,5.0,4.0,7.0,7.0,11.0,"",1.0,1.0,287.0,269.0,254.0,329.0,308.0,341.0,390.0,387.0,223.0,116.0,20582084.0,21367179.0,24812274.0,35713307.0,28770538.0,39060426.0,43339486.0,33499223.0,27811362.0,15846867.0,good,good,good,good,good,good,good,good,good,good,16.11388022926635,13.275782897787304,10.424327756113405,11.71501884883504,13.797319383069789,15.094056237332548,12.762215146183927,10.05015603471869,8.6830788099633,6.533278578287769
3,Brooklyn,11224,0.08511438532041594,good,0.006270875655745526,fair,0.15547630568705997,excellent,-0.0730548060687174,poor,0.0494874250615463,good,0.020684901177640165,poor,0.20286666410174123,excellent,0.11989691350070684,excellent,0.10441875183197234,fair,34,4.0,5.0,11.0,11.0,8.0,10.0,17.0,9.0,7.0,4.0,114.0,83.0,98.0,128.0,169.0,129.0,155.0,148.0,71.0,33.0,45.0,42.0,47.0,69.0,65.0,59.0,66.0,82.0,63.0,15.0,17.0,8.0,11.0,16.0,10.0,18.0,14.0,18.0,16.0,3.0,153.0,115.0,155.0,191.0,209.0,181.0,202.0,159.0,126.0,57.0,29418905.0,26062189.0,23237864.0,31126970.0,35695097.0,73655668.0,30703174.0,61510886.0,90147359.0,6488568.0,good,good,good,good,good,excellent,good,excellent,excellent,fair,15.89790833820182,15.328110063726966,17.40293144805765,16.984744149817654,15.62803734526948,14.787260184607478,12.734461858619474,12.605835277942761,9.859370888271902,5.499691408128894
3,Brooklyn,11230,0.08493775896087921,good,-0.018330685469561514,poor,0.03521203001675961,good,0.0363119558186648,excellent,0.0803335313435374,excellent,0.07005790113029821,fair,0.17014779073128303,excellent,0.12111541921437056,excellent,0.13538266964474158,excellent,47,2.0,6.0,6.0,8.0,5.0,12.0,16.0,10.0,6.0,2.0,112.0,102.0,132.0,108.0,141.0,166.0,158.0,144.0,39.0,13.0,64.0,73.0,80.0,95.0,78.0,84.0,81.0,86.0,32.0,13.0,34.0,10.0,23.0,30.0,31.0,29.0,43.0,36.0,3.0,2.0,180.0,155.0,179.0,190.0,216.0,267.0,266.0,225.0,71.0,25.0,23606990.0,14291144.0,19835097.0,29202967.0,21707257.0,37282455.0,49331188.0,29248342.0,14796348.0,1516056.0,good,fair,good,good,fair,good,good,good,fair,poor,19.0913667955018,16.974934970782407,23.981074359931213,22.85418759495037,21.022493434803806,21.545081421045694,21.290258272293467,13.362975337317753,10.579507478936561,4.881434785401208
1,Manhattan,10038,0.08117073951512027,good,0.05003467769988554,good,0.03202611422372179,good,0.017672973223326734,good,0.034050308685433135,fair,0.06551214906290644,fair,0.09047962858050973,fair,0.12367052661169943,excellent,0.12225056184665606,good,21,13.0,22.0,21.0,22.0,33.0,27.0,34.0,31.0,37.0,27.0,88.0,75.0,83.0,99.0,94.0,126.0,114.0,88.0,54.0,23.0,24.0,34.0,36.0,44.0,48.0,50.0,57.0,32.0,34.0,12.0,10.0,4.0,6.0,8.0,6.0,3.0,8.0,5.0,1.0,4.0,147.0,149.0,133.0,175.0,195.0,198.0,169.0,151.0,129.0,79.0,12111033.0,18014418.0,47141985.0,80925040.0,37449896.0,45749927.0,40751238.0,71768113.0,39540243.0,19068920.0,fair,good,excellent,excellent,good,good,good,excellent,good,good,25.236837294267513,14.697419198680493,18.70047247543413,17.26393407622197,13.061119422210254,13.630149292338865,9.493610722991509,8.945492081881724,8.537197259850556,5.505858607845986
2,Bronx,10456,0.08021475522456302,good,0.03204079736054831,good,0.05856285574017622,excellent,0.05979445415026232,excellent,0.029398177220264533,fair,0.06014946813830217,poor,0.10674455041850738,good,0.05980374288461091,fair,0.12081754168591419,good,107,2.0,2.0,4.0,21.0,9.0,6.0,12.0,7.0,5.0,3.0,127.0,137.0,164.0,170.0,201.0,231.0,147.0,167.0,62.0,12.0,48.0,81.0,80.0,64.0,68.0,89.0,95.0,71.0,33.0,26.0,13.0,11.0,6.0,"",7.0,5.0,7.0,4.0,4.0,3.0,186.0,212.0,214.0,233.0,233.0,306.0,211.0,225.0,88.0,52.0,19241426.0,24544799.0,37998422.0,32662442.0,32185920.0,28733741.0,39105830.0,42887889.0,15970269.0,11137332.0,good,good,good,good,good,good,good,good,fair,good,14.61158182785139,12.11341553290278,12.052766521277684,13.424568393256088,12.905740419675029,10.963382738092454,10.546567699687595,11.530445338047148,10.8785334446725,8.375822102894618
2,Bronx,10452,0.07934414434357127,good,0.05537726098701861,good,0.017001434482601507,fair,0.026025813043820314,good,0.04059490510493582,fair,0.08808652965500564,good,0.07469435185350898,poor,0.06609514189108737,fair,0.1351882576953606,excellent,7,3.0,2.0,7.0,3.0,5.0,5.0,4.0,12.0,5.0,"",103.0,108.0,123.0,114.0,139.0,161.0,127.0,106.0,48.0,11.0,46.0,47.0,63.0,62.0,58.0,62.0,51.0,56.0,27.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,10.0,4.0,1.0,154.0,151.0,169.0,144.0,165.0,217.0,204.0,155.0,88.0,26.0,17090208.0,10610824.0,20452813.0,30353555.0,22520064.0,23030654.0,35487502.0,11904157.0,45589417.0,5593401.0,good,fair,good,good,good,fair,good,poor,good,fair,15.184066323139506,11.111791477189106,10.642060498495976,12.29476271432176,13.203935482837906,11.29733963551979,11.718139389129895,11.28257130411279,11.290823050794764,7.97773714118923
2,Bronx,10457,0.07924341745788133,good,0.005365397450965583,fair,0.02423230147576978,good,0.05346881685916423,excellent,0.02935573269759937,poor,0.06506094315695028,fair,0.09122812801065541,fair,0.1024539796548835,good,0.1308896190395335,excellent,30,2.0,2.0,5.0,3.0,5.0,5.0,3.0,9.0,4.0,1.0,119.0,100.0,66.0,110.0,135.0,139.0,115.0,123.0,38.0,27.0,52.0,51.0,45.0,47.0,61.0,79.0,69.0,56.0,41.0,14.0,5.0,5.0,3.0,5.0,5.0,11.0,8.0,20.0,9.0,1.0,162.0,143.0,117.0,147.0,193.0,184.0,151.0,160.0,76.0,33.0,14349361.0,16583801.0,23639337.0,18911519.0,35737310.0,33622784.0,25585543.0,17634648.0,24256806.0,5045920.0,fair,good,good,good,good,good,fair,fair,good,fair,15.70623898687545,13.105289011916016,12.580876823529778,14.48880219685782,12.890800335247558,12.276458655671485,10.225476006717132,11.008596993686723,9.89860976521546,7.617824517528145
1,Manhattan,10025,0.07851991310749558,good,0.09153538137753231,excellent,0.030928571905552118,good,0.07005814967176804,excellent,0.07215623656532319,excellent,0.062045704061015644,fair,0.10983491358423947,good,0.10441176066740553,good,0.078453025052556,poor,143,17.0,11.0,20.0,26.0,32.0,31.0,33.0,23.0,24.0,16.0,146.0,193.0,203.0,181.0,212.0,225.0,208.0,164.0,73.0,38.0,71.0,93.0,100.0,105.0,119.0,93.0,96.0,53.0,65.0,27.0,8.0,7.0,11.0,8.0,16.0,18.0,14.0,10.0,12.0,4.0,323.0,390.0,387.0,386.0,449.0,509.0,462.0,396.0,261.0,148.0,37754790.0,53000596.0,34615003.0,28867849.0,44217121.0,46927659.0,54714361.0,36927222.0,52831746.0,28323856.0,excellent,excellent,good,good,good,good,good,good,excellent,good,21.1087541395572,21.604082286142617,17.936814723377076,15.656643546405993,13.923589024768127,14.01077368309568,12.29251289682541,9.80707579705462,10.285824322905246,8.323752157620412
4,Queens,11104,0.07827033586351084,good,0.055504278754288726,good,0.011099328840984884,fair,0.026763243461677466,good,0.07628370155010994,excellent,0.11466560995825294,excellent,0.1327826290787924,good,0.06506968910792577,fair,0.10376557908817274,fair,149,4.0,6.0,1.0,8.0,2.0,9.0,12.0,6.0,3.0,2.0,73.0,67.0,81.0,98.0,82.0,93.0,79.0,69.0,25.0,13.0,36.0,21.0,35.0,45.0,46.0,48.0,43.0,51.0,22.0,11.0,3.0,3.0,5.0,6.0,4.0,12.0,7.0,3.0,"",2.0,121.0,117.0,127.0,139.0,126.0,134.0,130.0,119.0,61.0,32.0,8093959.0,4785350.0,6432389.0,10241452.0,12764447.0,7405859.0,12870554.0,50091522.0,8170009.0,4367042.0,fair,poor,fair,fair,fair,poor,fair,good,fair,fair,25.527568656330846,18.14551667283042,12.974786294193152,18.153141760747168,16.68179302273204,15.660164239605605,17.8328020873782,11.240458395409746,10.856358758534808,5.1594506084416745
4,Queens,11372,0.0774537929774313,good,0.025983570868610296,good,0.060821438919939595,excellent,0.007521117549715004,fair,0.061274912865662376,good,0.08306389331027723,good,0.16054900006804873,excellent,0.09711309408211365,good,0.09997298745553032,fair,104,9.0,7.0,6.0,6.0,12.0,26.0,8.0,17.0,3.0,3.0,196.0,177.0,190.0,159.0,172.0,186.0,191.0,142.0,62.0,17.0,93.0,70.0,105.0,81.0,114.0,105.0,76.0,81.0,62.0,12.0,8.0,3.0,7.0,9.0,18.0,11.0,29.0,4.0,6.0,3.0,314.0,273.0,299.0,269.0,315.0,338.0,321.0,247.0,138.0,61.0,23273742.0,23946928.0,21240560.0,17751242.0,25914088.0,37397976.0,23035382.0,27476246.0,23373887.0,5714697.0,good,good,good,fair,good,good,fair,good,good,fair,27.080217758521634,21.179935936617834,18.915015381465555,18.76214309997439,19.65151319859006,19.62645510982289,18.11354493840803,11.476474804024289,9.954971111169666,5.519253350132825
3,Brooklyn,11223,0.07743077753954428,good,3.7938559990056096E-4,fair,0.05181078947857381,excellent,0.010598185714814983,fair,0.07102659718882869,excellent,0.07076854008640242,fair,0.17980252640407152,excellent,0.13464567938263955,excellent,0.09234144236792698,fair,106,13.0,6.0,8.0,15.0,9.0,18.0,19.0,11.0,11.0,7.0,163.0,165.0,169.0,129.0,164.0,193.0,146.0,139.0,57.0,16.0,110.0,118.0,120.0,124.0,100.0,131.0,117.0,108.0,39.0,21.0,26.0,37.0,30.0,28.0,33.0,38.0,35.0,32.0,6.0,4.0,299.0,313.0,275.0,247.0,294.0,339.0,284.0,245.0,111.0,47.0,30212134.0,65635062.0,33165928.0,39472881.0,39296918.0,35771748.0,38240845.0,43862003.0,18636977.0,6956394.0,good,excellent,good,good,good,good,good,good,fair,fair,17.221889054844482,17.392242745429538,22.3795755694599,20.939087181486016,20.300536906513873,24.771723200398682,22.300706953377436,15.747870324129424,9.981701675206127,5.15538499762669
3,Brooklyn,11235,0.07711448219100277,good,-0.0030437773227104006,fair,0.06051453547190139,excellent,-0.15916000919550408,poor,0.06890979778923131,excellent,0.019587014089520315,poor,0.21989274426960861,excellent,0.16810980475892717,excellent,0.11910501273421323,good,158,13.0,12.0,11.0,13.0,11.0,11.0,19.0,13.0,7.0,2.0,140.0,127.0,114.0,155.0,160.0,183.0,179.0,141.0,58.0,17.0,92.0,96.0,74.0,107.0,129.0,135.0,123.0,101.0,79.0,21.0,10.0,23.0,23.0,24.0,36.0,44.0,32.0,24.0,8.0,1.0,219.0,212.0,208.0,249.0,254.0,304.0,296.0,231.0,127.0,53.0,40787077.0,13844542.0,55668547.0,35540545.0,36556491.0,48067431.0,35607825.0,22080416.0,22303417.0,29317704.0,excellent,fair,excellent,good,good,good,good,fair,good,excellent,18.920301550108864,15.715460570019788,21.564812591752123,17.988836159618764,17.855354834111964,25.265225241000145,27.29806215276633,12.679858942333402,9.895393963015463,5.295387964412784
1,Manhattan,10069,0.07696019620729701,good,0.09052453801251077,excellent,-0.005956336116695468,poor,0.07293414006591369,excellent,0.10174142201565783,excellent,0.042679209207377895,poor,0.13031129704436614,good,0.1022982028142081,good,0.008221192743935747,poor,126,12.0,13.0,22.0,17.0,28.0,35.0,26.0,17.0,29.0,4.0,61.0,50.0,78.0,68.0,88.0,74.0,86.0,61.0,49.0,16.0,46.0,40.0,47.0,43.0,47.0,39.0,50.0,47.0,38.0,13.0,7.0,7.0,11.0,5.0,2.0,6.0,8.0,8.0,9.0,1.0,146.0,161.0,159.0,155.0,203.0,177.0,174.0,173.0,129.0,49.0,28727701.0,21706123.0,20715099.0,25061289.0,34023196.0,40115097.0,55631562.0,28200713.0,25257816.0,36103299.0,good,good,good,good,good,good,good,good,good,excellent,17.4633234778339,26.286188177506784,16.459032109392325,17.305716424056268,21.179752524674395,31.844615856786874,15.080355566322126,12.314168162468624,15.379477430555555,10.938804178639849
1,Manhattan,10024,0.07679252362920251,good,0.15245492423223972,excellent,0.044429909657896685,excellent,0.02695708297431935,good,0.0451237848536761,fair,0.08043030824165506,good,0.1069841611653004,good,0.06404793800627072,fair,0.09061448039785659,fair,139,4.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,7.0,9.0,16.0,9.0,7.0,2.0,5.0,16.0,2.0,2.0,8.0,2.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,"",1.0,1.0,2.0,3.0,"","",1.0,3.0,1.0,19.0,21.0,20.0,17.0,17.0,8.0,13.0,41.0,16.0,4.0,917664.0,1288575.0,1070350.0,1331400.0,1395500.0,875831.0,2032175.0,4755690.0,2663335.0,621000.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor,28.812939573613853,27.44119442647713,24.12810816203993,18.171588361166087,13.00653203863614,15.936286508903851,11.30545513483625,9.970522125358983,10.366284015836484,6.294637501633816
4,Queens,11106,0.07666791879819662,good,0.05516049415767716,good,0.011912611020530393,fair,-0.005524921626677337,fair,0.051840773602415985,good,0.0978407859734096,excellent,0.13492695025114199,good,0.11570515105823971,good,0.13384519351794608,excellent,3,2.0,16.0,7.0,7.0,13.0,11.0,20.0,11.0,23.0,7.0,154.0,137.0,165.0,164.0,241.0,276.0,187.0,146.0,59.0,36.0,53.0,56.0,79.0,68.0,82.0,93.0,78.0,51.0,33.0,25.0,12.0,15.0,13.0,16.0,30.0,31.0,21.0,5.0,6.0,"",197.0,190.0,211.0,207.0,318.0,356.0,260.0,197.0,96.0,61.0,12526065.0,27181064.0,24357809.0,16974869.0,45054462.0,64665787.0,74437884.0,50701482.0,28807658.0,15440230.0,fair,good,good,fair,good,excellent,excellent,good,good,good,21.901335433506038,16.014589474092517,14.61412987152872,17.372908418595877,15.580353862367796,17.563662607711816,16.65572806094603,11.126719654466955,12.029297308831676,5.197041357604212
3,Brooklyn,11214,0.07619323899527614,good,0.019747862340641728,good,0.05556261650518266,excellent,-0.028625117550682515,poor,0.0595302372302421,good,0.06616648569383507,fair,0.1548414639931524,excellent,0.1542205271559402,excellent,0.11673902289473832,good,32,2.0,5.0,5.0,13.0,12.0,8.0,5.0,9.0,4.0,4.0,74.0,85.0,83.0,80.0,82.0,103.0,86.0,77.0,32.0,10.0,58.0,63.0,69.0,58.0,64.0,70.0,76.0,45.0,34.0,13.0,14.0,8.0,8.0,16.0,13.0,10.0,21.0,11.0,"",2.0,166.0,175.0,148.0,122.0,145.0,194.0,174.0,127.0,79.0,43.0,9552483.0,12780531.0,24847407.0,17331700.0,12792303.0,17422431.0,13850026.0,18965696.0,24077693.0,3864165.0,fair,fair,good,fair,fair,fair,fair,fair,good,fair,20.53389633579126,15.202253031470784,20.02220138888882,17.85751752333962,19.485601181096204,19.0293790927546,17.473699837646507,13.312710099945859,9.329247079867427,4.948399346065864
3,Brooklyn,11204,0.07565951220428288,good,-0.028142222736347224,poor,0.05168006200202545,excellent,0.01946110819144974,good,0.08044675734613224,excellent,0.0731456196363839,fair,0.15265574923055902,excellent,0.12698197228125857,excellent,0.11624699645651194,good,64,5.0,6.0,4.0,6.0,8.0,11.0,11.0,10.0,3.0,2.0,103.0,87.0,99.0,84.0,91.0,131.0,110.0,93.0,53.0,23.0,81.0,90.0,62.0,94.0,96.0,105.0,96.0,69.0,48.0,12.0,6.0,4.0,20.0,16.0,20.0,19.0,12.0,12.0,2.0,"",207.0,198.0,191.0,179.0,212.0,240.0,236.0,182.0,76.0,26.0,16438088.0,11949372.0,14087807.0,16005395.0,20594444.0,28091155.0,24801793.0,25774747.0,9051838.0,2667245.0,good,fair,fair,fair,fair,good,fair,good,fair,fair,20.956112200358994,18.88034143227501,23.837304503068882,21.640672798348664,18.332932388571347,23.480969973438356,22.37811353006092,17.16696199534948,11.311807873728396,5.352835898528525
3,Brooklyn,11209,0.0753726743719979,good,0.0189585526612143,good,0.06700778051927302,excellent,0.02425188575416514,good,0.07680484956501517,excellent,0.06489948249892998,fair,0.1293278121112192,good,0.11324424672466386,good,0.1017544722733353,fair,90,6.0,8.0,10.0,9.0,8.0,9.0,16.0,9.0,1.0,2.0,127.0,146.0,136.0,100.0,105.0,124.0,114.0,92.0,38.0,13.0,83.0,72.0,70.0,48.0,56.0,54.0,72.0,71.0,26.0,7.0,10.0,16.0,3.0,13.0,5.0,7.0,10.0,4.0,3.0,3.0,226.0,223.0,227.0,194.0,190.0,220.0,229.0,181.0,72.0,24.0,17833563.0,16349879.0,20750322.0,16760591.0,16781349.0,17626432.0,20418183.0,19626782.0,26815230.0,2700103.0,good,good,good,fair,fair,fair,fair,fair,good,fair,18.203633660508736,18.988309163815323,21.269875661452474,17.932984255664778,16.45373367906055,19.428023736220176,16.781379894397233,11.794221948357619,8.509300085695351,4.918735016925868
2,Bronx,10460,0.07432532252445465,good,-0.03550726393998353,poor,0.0648473456368025,excellent,0.0280488501732139,good,0.023574251822995045,poor,0.047823192030113745,poor,0.061151774877128875,poor,0.1196801062880467,excellent,0.10747927425157378,fair,66,2.0,9.0,4.0,7.0,6.0,7.0,12.0,6.0,2.0,1.0,87.0,95.0,88.0,107.0,125.0,125.0,120.0,161.0,43.0,21.0,41.0,46.0,48.0,60.0,67.0,61.0,51.0,49.0,24.0,19.0,7.0,2.0,4.0,8.0,4.0,14.0,7.0,15.0,"",3.0,144.0,129.0,125.0,147.0,167.0,161.0,164.0,172.0,62.0,39.0,10553850.0,30479837.0,11627412.0,14208181.0,46785249.0,13547355.0,26429286.0,16840151.0,16080978.0,8937268.0,fair,good,fair,fair,good,fair,good,fair,fair,good,15.443527655091287,13.960179500408232,12.525142291508363,15.360363427317312,13.039719924469075,11.480206717224764,11.294341051322432,11.597030115925465,9.87694562887281,7.043066407838917
4,Queens,11377,0.07429466620658196,good,0.04365018741193867,good,0.00739134457581486,fair,0.06380583374309044,excellent,0.06886721993672397,good,0.08778484379501546,good,0.10400502337362297,good,0.06688812727803908,fair,0.1179199862404603,good,84,4.0,8.0,4.0,7.0,7.0,13.0,14.0,6.0,13.0,4.0,87.0,85.0,78.0,86.0,88.0,88.0,104.0,76.0,32.0,17.0,58.0,48.0,53.0,64.0,61.0,64.0,48.0,43.0,24.0,13.0,6.0,21.0,9.0,15.0,5.0,11.0,6.0,9.0,3.0,1.0,139.0,137.0,113.0,130.0,163.0,138.0,181.0,134.0,78.0,40.0,10049809.0,9619624.0,9494589.0,11329470.0,17830145.0,76386050.0,20482234.0,14241548.0,11947990.0,4453105.0,fair,fair,fair,fair,fair,excellent,fair,fair,fair,fair,23.462459751580507,17.566657861609503,16.182905372120352,20.37087115520373,18.92812428860754,19.195116430268413,16.1955853800096,12.225122544335694,9.2258809953021,4.307114404297651
3,Brooklyn,11228,0.07339592236724425,good,0.01682604423437044,good,0.05326696712894165,excellent,0.02104163806400484,good,0.07476544741254787,excellent,0.0746969120257411,fair,0.1233561243635558,good,0.1127653329645658,good,0.10303998555864481,fair,118,4.0,3.0,3.0,4.0,7.0,6.0,6.0,3.0,2.0,1.0,48.0,51.0,54.0,83.0,61.0,83.0,72.0,40.0,18.0,6.0,53.0,43.0,62.0,85.0,50.0,89.0,74.0,44.0,15.0,9.0,5.0,15.0,4.0,7.0,5.0,10.0,10.0,4.0,"","",136.0,109.0,111.0,160.0,125.0,193.0,198.0,146.0,47.0,21.0,9197679.0,12474643.0,14073914.0,26041497.0,20972491.0,20104657.0,25310963.0,20608387.0,8808462.0,960695.0,fair,fair,fair,good,fair,fair,fair,fair,fair,poor,20.584987237145327,24.842414354300175,32.51144663725272,22.91672064725905,19.567578895283987,25.059921521311278,21.820344584943033,14.72632769675921,9.524989642993472,6.100245574088491
4,Queens,11374,0.07279438048579173,good,0.07117367322366905,excellent,0.040185435101801864,good,0.019666104162720875,good,0.04390621262671421,fair,0.14021390168906053,excellent,0.08952390451186779,fair,0.06439292311265568,fair,0.08399883609380862,poor,141,13.0,16.0,22.0,18.0,14.0,24.0,25.0,21.0,30.0,4.0,82.0,98.0,100.0,75.0,78.0,97.0,110.0,83.0,17.0,7.0,47.0,47.0,50.0,57.0,57.0,60.0,52.0,43.0,17.0,7.0,13.0,8.0,5.0,11.0,9.0,19.0,14.0,4.0,3.0,"",149.0,161.0,174.0,131.0,128.0,168.0,177.0,162.0,59.0,25.0,16366283.0,16824201.0,23040792.0,13716605.0,19991581.0,19912299.0,22770630.0,22239506.0,20623098.0,6595189.0,good,good,good,fair,fair,fair,fair,fair,good,fair,28.765164208027837,20.69709735428125,19.90830644893455,19.554579749861617,21.361254554840368,16.999508667051842,16.910357362411176,14.393685118877357,10.529904834430216,4.796994842342355
