boro,boro_name,postcode,10_11growth,10_11_cat,11_12growth,11_12_cat,12_13growth,12_13_cat,13_14growth,13_14_cat,14_15growth,14_15_cat,15_16growth,15_16_cat,16_17growth,16_17_cat,17_18growth,17_18_cat
3,Brooklyn,11224,0.006270875655745526,fair,0.15547630568705997,excellent,-0.0730548060687174,poor,0.0494874250615463,good,0.020684901177640165,poor,0.20286666410174123,excellent,0.11989691350070684,excellent,0.10441875183197234,fair
4,Queens,11370,0.03042966273825931,good,0.014404761552565893,fair,0.008753130714506698,fair,0.0579258845601622,good,0.08716163242610823,good,0.11452415818250337,good,0.04171028162904852,poor,0.13027337147677764,good
1,Manhattan,10011,0.14443982091591318,excellent,0.05795883005525941,excellent,0.007735918537607745,fair,0.06414035530852163,good,0.07847542329650802,good,0.2791449442874138,excellent,0.06093147417138897,fair,0.11308237775586126,good
3,Brooklyn,11231,-0.02266809513590181,poor,0.0746797231404783,excellent,0.04067699162118648,excellent,0.12272008155923839,excellent,0.07376934403178192,fair,0.14066856168208997,good,0.18927262767090722,excellent,0.18406736036665236,excellent
4,Queens,11379,0.036117046411145194,good,0.010062099829799758,fair,0.01490450404021731,good,0.05764213431534965,good,0.08539223247431445,good,0.0924226329448034,fair,0.04731901639731843,poor,0.11313412790903961,good
3,Brooklyn,11215,-2.7832888087317285E-5,fair,0.09208799007349937,excellent,0.05527269842508534,excellent,0.10775000642008968,excellent,0.08036939575313025,good,0.19075656529061974,excellent,0.14154127094484453,excellent,0.1238165805144602,good
3,Brooklyn,11226,-0.027935985011148717,poor,0.055575585640287646,excellent,0.04877793597222951,excellent,0.0641954928321234,good,0.09021470403265458,good,0.17173859324491644,excellent,0.14806809539108418,excellent,0.12358381910047911,good
3,Brooklyn,11210,-4.184207779928272E-4,fair,0.017488707699027686,fair,0.014120409818356229,good,0.07371689737267484,excellent,0.06274026316686142,fair,0.10378907582735589,fair,0.11257583133999285,good,0.08167388641446575,poor
4,Queens,11358,0.030120069305525746,good,0.024872712591687666,good,0.01889937173339514,good,0.05571045954579058,good,0.09335230464408203,good,0.10401711456478263,good,0.037963299699683414,poor,0.11184519877865065,good
1,Manhattan,10005,0.1763636946696457,excellent,0.028168371473730757,good,-0.021254487645149478,poor,0.06724682807373927,good,0.06607614483366239,fair,0.07410033649652538,poor,0.09871556914507544,good,0.014136990088812567,poor
3,Brooklyn,11221,-0.0353615322800133,poor,-0.050352683898824836,poor,0.019421452911739853,good,0.08173982215342739,excellent,0.17271379406069196,excellent,0.25556355720056767,excellent,0.26441310437924537,excellent,0.17892254127133322,excellent
5,Staten Island,10310,0.015306381736658301,fair,0.011429733296597267,fair,-0.0207670465411754,poor,-0.0066143807785380565,poor,0.07126040917843643,fair,0.059461008454455094,poor,0.06786598076381038,fair,0.08223136556766601,poor
2,Bronx,10473,-0.006713468054095026,fair,0.021806765852913586,fair,-0.014384744345520077,poor,0.041928058011895336,fair,0.05403909442016171,poor,0.08012463574616932,poor,0.0633620998023654,fair,0.11631749884425598,good
3,Brooklyn,11225,-0.022185748366927487,poor,0.03372272097407477,good,0.017950370899527848,good,0.08487831019753275,excellent,0.1330837640189478,excellent,0.2022659920679645,excellent,0.1939289817864745,excellent,0.17553902184426767,excellent
4,Queens,11360,0.05730328419355504,good,0.03400272430507343,good,-0.01746985462589973,poor,0.048434148982603696,good,0.060645295815439766,poor,0.09970566703987904,fair,0.0427518956688189,poor,0.07943710675485527,poor
1,Manhattan,10007,0.15030069566216017,excellent,-0.07229407821838106,poor,0.05264634197262358,excellent,0.06432174655319699,good,0.030133195120415193,poor,0.0998271451191977,fair,0.16911131037226293,excellent,0.06522270557963444,poor
2,Bronx,10457,0.005365397450965583,fair,0.02423230147576978,good,0.05346881685916423,excellent,0.02935573269759937,poor,0.06506094315695028,fair,0.09122812801065541,fair,0.1024539796548835,good,0.1308896190395335,excellent
2,Bronx,10464,-0.014885171455739518,fair,0.035276079771164,good,-0.022625528957778814,poor,-0.02314816861623972,poor,0.06429894449418125,fair,0.02730719053631874,poor,0.05451292162240377,fair,0.07000552336330575,poor
4,Queens,11377,0.04365018741193867,good,0.00739134457581486,fair,0.06380583374309044,excellent,0.06886721993672397,good,0.08778484379501546,good,0.10400502337362297,good,0.06688812727803908,fair,0.1179199862404603,good
4,Queens,11101,0.12149591126347357,excellent,-0.004272081806905325,poor,0.16137739364145195,excellent,0.06654326170356992,good,0.08307552466691266,good,0.15195540126304272,excellent,0.11164104636458054,good,0.26492516175498193,excellent
4,Queens,11005,-0.07929141104294478,poor,1.6325116358099757E-4,poor,0.014633577614923385,good,0.010420462715820783,poor,0.02534709699220514,poor,0.10094813162297825,fair,0.14650110527770102,excellent,0.006175907933782216,poor
1,Manhattan,10023,0.16477586649202866,excellent,0.0403545093321154,good,-0.008037214851938698,poor,0.037719879548644974,fair,0.08673211905353552,good,0.07678378014263412,poor,0.038944648220618876,poor,0.06271201959622187,poor
2,Bronx,10469,0.00854999796800333,fair,0.00846145168828122,fair,-0.013753549677967006,poor,-0.010465422282617591,poor,0.073577984052367,fair,0.05241304771760613,poor,0.06689519856779788,fair,0.09378552893695252,fair
4,Queens,11426,0.04190091033264008,good,0.01256492065986235,fair,-0.004601358615390475,fair,0.05332036356695858,good,0.08343011493842964,good,0.0702696231252443,poor,0.03516763913370025,poor,0.09333131541228085,fair
3,Brooklyn,11207,-0.023929903817471763,poor,-0.031307932209193395,poor,0.044092055749933586,excellent,0.028534460904672848,poor,0.07458584118143537,fair,0.15963576570011845,excellent,0.15620226139783372,excellent,0.12237801825908422,good
4,Queens,11433,-0.01129750531435762,fair,0.023191413786533985,good,-0.004617074015373864,fair,0.008143511820738858,poor,0.07854819533167565,good,0.09494300192566385,fair,0.027748358597058147,poor,0.10896212099788069,good
4,Queens,11416,-0.06697285365758324,poor,0.01855659701359958,fair,0.004993335915628083,fair,0.0342967184062482,fair,0.10663499219574653,excellent,0.11299091810290608,good,0.03946578830305767,poor,0.12396660312874132,good
1,Manhattan,10002,0.08339178134034307,excellent,0.06870816944965741,excellent,0.10984147489950706,excellent,0.06291330334710787,good,0.08578085337001386,good,0.07169681464979459,poor,0.08059530626154246,good,0.14629967515998532,excellent
3,Brooklyn,11235,-0.0030437773227104006,fair,0.06051453547190139,excellent,-0.15916000919550408,poor,0.06890979778923131,excellent,0.019587014089520315,poor,0.21989274426960861,excellent,0.16810980475892717,excellent,0.11910501273421323,good
4,Queens,11418,-0.048511809168947796,poor,0.019332741215952538,fair,0.012115801246406667,fair,0.07327622093366148,excellent,0.10000490917704438,excellent,0.10439450190353716,good,0.06248228796683493,fair,0.10071860972955123,fair
1,Manhattan,10026,-0.08885006318743194,poor,0.13065815725095006,excellent,0.12996168756101312,excellent,0.03567311885921059,fair,0.11598235662563527,excellent,0.1258284680193107,good,0.1279692176693323,excellent,0.09976949883522135,fair
1,Manhattan,10030,-0.054406185583688406,poor,-0.023818722911588167,poor,0.034643875679085695,excellent,0.03724893126598286,fair,0.09386329062222508,good,0.19757032511316616,excellent,0.20748096900673088,excellent,0.1191461398925029,good
1,Manhattan,10025,0.09153538137753231,excellent,0.030928571905552118,good,0.07005814967176804,excellent,0.07215623656532319,excellent,0.062045704061015644,fair,0.10983491358423947,good,0.10441176066740553,good,0.078453025052556,poor
1,Manhattan,10031,8.927441618925507E-4,fair,0.0343574084497437,good,0.04707354130552515,excellent,0.0647853501028141,good,0.14020106775537544,excellent,0.15914135916314334,excellent,0.12220139202557004,excellent,0.1490830023327867,excellent
1,Manhattan,10162,0.1,excellent,0.09435965494359655,excellent,0.029787169536745088,good,0.06328294054435989,good,0.12979012072211762,excellent,0.35446714129915324,excellent,-0.0516221253189064,poor,0.04198305796161331,poor
4,Queens,11356,-0.00538689783892531,fair,0.02037485298189426,fair,5.179832312844532E-4,fair,0.04605532016222135,fair,0.07400852666206263,fair,0.14691234027002578,excellent,0.06862107800595105,fair,0.11688359209404005,good
1,Manhattan,10034,-0.010739024797265198,fair,0.04723389071942711,excellent,0.08300040584243626,excellent,0.05789984498346399,good,0.1390919092103548,excellent,0.09841441234284308,fair,0.12257560289897591,excellent,0.130969917882875,excellent
5,Staten Island,10308,0.01566747306114721,fair,0.011808113872996937,fair,-0.022898941710922712,poor,0.03504896068065001,fair,0.05827830967714407,poor,0.04739484066998194,poor,0.043910619583988585,poor,0.11124040563747059,good
4,Queens,11109,0.06843408364453218,excellent,-0.08288244825192746,poor,-0.1268742659334622,poor,0.11181735078378022,excellent,0.04755464569646232,poor,0.23098602422268869,excellent,0.05879614974860602,fair,0.12400111580234441,good
1,Manhattan,10069,0.09052453801251077,excellent,-0.005956336116695468,poor,0.07293414006591369,excellent,0.10174142201565783,excellent,0.042679209207377895,poor,0.13031129704436614,good,0.1022982028142081,good,0.008221192743935747,poor
3,Brooklyn,11204,-0.028142222736347224,poor,0.05168006200202545,excellent,0.01946110819144974,good,0.08044675734613224,excellent,0.0731456196363839,fair,0.15265574923055902,excellent,0.12698197228125857,excellent,0.11624699645651194,good
4,Queens,11106,0.05516049415767716,good,0.011912611020530393,fair,-0.005524921626677337,fair,0.051840773602415985,good,0.0978407859734096,excellent,0.13492695025114199,good,0.11570515105823971,good,0.13384519351794608,excellent
1,Manhattan,10019,0.1311002792276807,excellent,-0.04920754140494149,poor,0.05770197999074215,excellent,0.03425418257740873,fair,0.10296230857897828,excellent,0.11863092019168923,good,0.03051239636844236,poor,0.0943099731853896,fair
2,Bronx,10454,-0.005247600330843283,fair,0.04724009460741672,excellent,0.013975982798731485,good,0.03147584176386808,fair,0.06180244638593644,fair,0.09186295857663163,fair,0.11947440566250744,good,0.2451152438524268,excellent
4,Queens,11368,-0.06558292826734306,poor,0.022632211122345935,good,0.012136631914517831,fair,0.05401504201937835,good,0.09697053735625343,good,0.11388226145861062,good,0.08291930831988782,good,0.1366374447114229,excellent
3,Brooklyn,11251,-0.019307492690742195,poor,0.15558389372966633,excellent,-0.27749849351377676,poor,0.0,poor,-4.4661793065313126E-8,poor,0.2776432648702582,excellent,0.35000011616705007,excellent,0.07931328138590914,poor
3,Brooklyn,11201,0.05852473806785725,good,-0.019079541802542344,poor,0.08025843597415495,excellent,0.12159560890174831,excellent,0.06952240327447272,fair,0.19668682962672285,excellent,0.19464886535218232,excellent,0.1925753308452308,excellent
4,Queens,11040,0.014648795109921734,fair,0.04697491176332031,excellent,0.0071345414922307565,fair,0.01703905726788829,poor,0.07059921534596024,fair,0.10494942471899955,good,0.005554404767538184,poor,0.1360384200993835,excellent
2,Bronx,10459,-0.03660323108017903,poor,0.0705436333585403,excellent,0.1478226774462474,excellent,0.017519253012935315,poor,0.05397961737046411,poor,0.02288916537596505,poor,0.0954327061069883,good,0.11264263656624152,good
4,Queens,11415,0.022789307967822473,good,0.010220633884463096,fair,0.038503008291848856,excellent,0.05057713610827305,good,0.13799429276353284,excellent,0.09795643400257013,fair,0.050960564193861864,fair,0.0874074132980244,poor
4,Queens,11427,0.00521077306230549,fair,0.028925640731370356,good,0.0028995141678845315,fair,0.03378558654199248,fair,0.0829228096098899,good,0.07067284100776557,poor,0.04265484744298564,poor,0.10877367090668515,fair
4,Queens,11420,-0.04521738303080556,poor,-0.006454222196846771,poor,0.0011254391805858492,fair,0.03218714560200169,fair,0.10084198607531207,excellent,0.10091878783271682,fair,0.04965934939547052,fair,0.08481843347103296,poor
1,Manhattan,10280,0.1377009272310014,excellent,-0.03242128828846479,poor,0.0026496363735567796,fair,0.11831136559046575,excellent,0.08494156488896402,good,0.09994391636648865,fair,0.07279206601770917,good,0.008981904010451746,poor
1,Manhattan,10010,0.20030730438783453,excellent,-0.011023672455192805,poor,0.2955883712050969,excellent,0.19997284587589917,excellent,0.05809208963375508,poor,0.1242354261278147,good,0.07128096918854604,good,0.043951675418817886,poor
2,Bronx,10462,0.09242617254718692,excellent,0.03628984877578225,good,0.17297495454822576,excellent,-0.019083984013032018,poor,0.04400624457086664,poor,0.04416974306423057,poor,0.058680536317220235,fair,0.08782078765015605,poor
5,Staten Island,10303,-0.017937024931972446,fair,0.0030536589771477138,poor,-0.031968558387151944,poor,0.027848007804869106,poor,0.042845114915245695,poor,0.053168035539317655,poor,0.05106589246954994,fair,0.11182930739782164,good
4,Queens,11430,-0.005978831571295483,fair,0.005711585966293509,fair,-0.013682417879401783,poor,-0.009103326182646731,poor,0.14172671996521977,excellent,0.12204115451561194,good,0.07037238651181872,good,0.06297051463520513,poor
3,Brooklyn,11213,-0.05198117157624835,poor,0.0488545392807308,excellent,0.020688244940200304,good,0.17379949665950564,excellent,0.13169050535580204,excellent,0.21360618262893963,excellent,0.16603498874643524,excellent,0.18700310432026718,excellent
3,Brooklyn,11233,-0.023308542597927966,poor,-0.010457697291753955,poor,0.02959853630861965,good,0.07862105318148048,excellent,0.12144411522725158,excellent,0.18799839059648948,excellent,0.21026538694658303,excellent,0.18220387598087098,excellent
4,Queens,11411,0.010672399318501993,fair,0.037170473025463696,good,0.0050670006642999695,fair,0.021063057452208184,poor,0.06620747042065353,fair,0.05652252868987422,poor,0.029755971913643278,poor,0.08252838512039753,poor
4,Queens,11691,-0.013697793273791836,fair,0.018350903176395074,fair,-0.08581588870559462,poor,0.018164540537095344,poor,0.034952357995327726,poor,0.1773886817250268,excellent,0.03252024790322096,poor,0.09641475011545464,fair
1,Manhattan,10016,0.18751632277726568,excellent,0.020698030426100262,fair,0.019181881740346296,good,0.04967688664343568,good,0.06851925921956266,fair,0.06504119383735453,poor,0.05957625695688401,fair,0.07382929259452345,poor
3,Brooklyn,11239,0.014274994849112242,fair,0.0048274695724456335,poor,-0.009304785098261908,poor,0.03576108403050241,fair,0.036244675501947946,poor,0.18619802016985648,excellent,0.29745329055109454,excellent,0.1303198244222315,excellent
4,Queens,11367,0.05636662165062967,good,0.041585909234668504,good,0.019345691799782863,good,0.058718584118251434,good,0.07874375198797792,good,0.12281374453088993,good,0.0318943779856162,poor,0.12749138445788094,good
5,Staten Island,10309,0.07106336505090032,excellent,0.007869276624459047,fair,0.0038512489311005064,fair,0.037780373663986275,fair,0.0614157046057286,fair,0.031818423094951476,poor,0.04855259553735542,fair,0.09277321502816414,fair
2,Bronx,10463,0.021736254082410592,good,0.03406390475278081,good,0.009250836588378135,fair,0.030403458529244493,fair,0.058890294490107443,poor,0.10262498861987636,fair,0.07439003764753295,good,0.0846187192883453,poor
3,Brooklyn,11228,0.01682604423437044,good,0.05326696712894165,excellent,0.02104163806400484,good,0.07476544741254787,excellent,0.0746969120257411,fair,0.1233561243635558,good,0.1127653329645658,good,0.10303998555864481,fair
5,Staten Island,10314,0.008247107757246427,fair,0.015037082106127034,fair,-0.010560478683773172,poor,0.018131173295754914,poor,0.08015757453047748,good,0.04518100752310604,poor,0.0619703498225203,fair,0.11104376787981614,good
5,Staten Island,10307,0.01562885829081249,fair,0.017035395447432208,fair,-0.013547860205718649,poor,0.040981556168211745,fair,0.05434886709984136,poor,0.056598156921057796,poor,0.03967808815476245,poor,0.09048256382462176,fair
1,Manhattan,10001,0.21309493956675393,excellent,0.026321284006049692,good,0.00984193285569878,fair,0.0991185380802886,excellent,0.09405702902641641,good,0.10888978670256634,good,0.054327413491981155,fair,0.13582624282201025,excellent
1,Manhattan,10040,0.10647093649036163,excellent,-0.011813310058865475,poor,0.02298551803713536,good,0.07658437705968077,excellent,0.11874603821461857,excellent,0.05798516817344149,poor,0.101989929184889,good,0.11735840973064002,good
4,Queens,11369,-0.06606505042168424,poor,-0.001318171640274083,poor,-0.002466434662699902,fair,0.06375861493471333,good,0.09847807326490202,excellent,0.13812113490486158,good,0.047126467957744125,poor,0.15253734994647367,excellent
1,Manhattan,10006,0.2979615445785238,excellent,-0.07263386638049171,poor,-0.021712553772388718,poor,0.09386599798807639,excellent,0.07802717259858544,fair,0.08750560872489846,fair,0.06263087176631779,fair,0.04477964866904981,poor
2,Bronx,10453,0.03720748444756753,good,0.13147303215792347,excellent,0.0052233707435868915,fair,0.025471116945453016,poor,0.06708788865045562,fair,0.05696251197523791,poor,0.11178310963033355,good,0.1001578617596655,fair
1,Manhattan,10009,0.1378734760317956,excellent,0.03340415489702731,good,0.05832158249334454,excellent,0.06435205027282936,good,0.10975944416999385,excellent,0.0932295782091759,fair,0.08731234983021154,good,0.10164741166320827,fair
2,Bronx,10460,-0.03550726393998353,poor,0.0648473456368025,excellent,0.0280488501732139,good,0.023574251822995045,poor,0.047823192030113745,poor,0.061151774877128875,poor,0.1196801062880467,excellent,0.10747927425157378,fair
1,Manhattan,10038,0.05003467769988554,good,0.03202611422372179,good,0.017672973223326734,good,0.034050308685433135,fair,0.06551214906290644,fair,0.09047962858050973,fair,0.12367052661169943,excellent,0.12225056184665606,good
1,Manhattan,10065,0.11793518597877675,excellent,-0.015489718988240541,poor,0.03164786400243411,good,0.047314085889594716,fair,0.06780005047022891,fair,0.07706041844705595,poor,0.036840397812815395,poor,0.030862926003073488,poor
1,Manhattan,10017,0.09128340034729754,excellent,-0.07293032378001615,poor,0.020143832337249055,good,0.03829092715943439,fair,0.04921730356432845,poor,0.09325316093137413,fair,0.018947399444242733,poor,0.07250314872685873,poor
4,Queens,11434,-0.020969010078921026,poor,0.017444941454074485,fair,0.015429122025152613,good,0.03009775001147108,fair,0.07822908168870701,fair,0.09694440062305083,fair,0.041114696780019055,poor,0.09464370084498241,fair
4,Queens,11436,-0.039765971864813246,poor,-0.015903911600667866,poor,0.0027281711045039417,fair,0.04300012038267506,fair,0.11825282250084909,excellent,0.10101894634701324,fair,0.019401381014868112,poor,0.09491540851317076,fair
4,Queens,11357,0.051668256560288124,good,0.014031795690348745,fair,-0.003476945927026866,fair,0.05024736337993125,good,0.0807790608405544,good,0.11035705186482951,good,0.040727895736325286,poor,0.0979082405653011,fair
2,Bronx,10470,-0.01802519325955363,fair,0.005888565700003223,fair,-0.0034576924357590843,fair,0.00917729257214195,poor,0.054960100166087655,poor,0.05728085575033311,poor,0.06026497444398435,fair,0.07984561107085668,poor
3,Brooklyn,11205,0.01423382050734489,fair,0.049288292233761924,excellent,0.041981073959248515,excellent,0.09124228518680462,excellent,0.12143696748715875,excellent,0.2455130455535763,excellent,0.16872011430565742,excellent,0.14639986854577258,excellent
5,Staten Island,10306,0.014018678543673287,fair,0.0010743362793980003,poor,-0.09242998964271208,poor,0.06799313889225689,good,0.03586175562872589,poor,0.09145726809750453,fair,0.06597099987489143,fair,0.12396156691184605,good
1,Manhattan,10024,0.15245492423223972,excellent,0.044429909657896685,excellent,0.02695708297431935,good,0.0451237848536761,fair,0.08043030824165506,good,0.1069841611653004,good,0.06404793800627072,fair,0.09061448039785659,fair
3,Brooklyn,11212,-0.08391108772337126,poor,-0.07897010619580665,poor,0.034027070530826764,excellent,2.3418081085794135E-4,poor,0.06907365268102987,fair,0.07922112533459695,poor,0.10346039473055213,good,0.10984755944974543,good
